name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,score
Jesse Cuevas,38053 Angela Vista,New Jeremyfort,65251,001-270-410-0483x92093,"Engineer, automotive",1,145.87,0,1,Rural,0,Phone,Buy One Get One,1.1525185131330835
Cynthia Scott,17664 Montoya Squares,Loweshire,48154,001-992-919-8192x79179,"Designer, blown glass/stained glass",5,611.4,1,0,Surburban,1,Web,No Offer,0.7822829763215814
Mario Lutz,90611 Anthony Mountain Apt. 933,Moorehaven,81779,001-953-370-1308x8460,"Designer, graphic",2,414.79,1,0,Surburban,0,Web,Buy One Get One,1.007270581876606
Joshua Jones,8584 Kyle Pike,East Edward,94582,001-122-294-9732x6324,Human resources officer,2,231.27,0,1,Urban,1,Phone,No Offer,0.7117272703117639
Brian Moss,8549 Haas Island Apt. 120,Wyattborough,46557,476-227-0163x834,Proofreader,1,1961.17,0,1,Surburban,1,Multichannel,Buy One Get One,0.7457770077654708
Melissa Murphy,149 Travis Inlet,Joshuaview,67897,5818385794,"Surveyor, rural practice",12,145.3,1,0,Urban,1,Web,Buy One Get One,1.2675867914443513
Kevin Santana,7563 Lewis Freeway Suite 316,New Michaelport,18259,001-877-719-0727x6490,Conference centre manager,1,681.43,1,0,Surburban,1,Multichannel,Discount,0.2581970780180641
Andrew Scott,9581 Crystal Springs Suite 078,East Adamshire,31305,672-112-2840,"Designer, graphic",9,238.34,0,1,Surburban,0,Multichannel,No Offer,1.82095760012934
Matthew Stein,9905 Travis Plains,North David,41372,279-802-8806x8883,Theme park manager,12,44.32,1,0,Surburban,0,Web,Buy One Get One,1.2242103464661274
Bill Smith,937 Brandon Ford Suite 029,East Wendyside,59571,804.394.8580,Theatre director,9,29.99,1,0,Urban,1,Phone,No Offer,0.8538351156587133
Mrs. Renee Rice,9943 William Village Suite 758,Ryanland,17251,+1-368-189-5232x188,Horticultural consultant,2,289.19,0,1,Urban,1,Web,Buy One Get One,0.8451458983528679
Sean Edwards,6995 Christopher Drives Suite 875,Lindseyburgh,32479,(580)800-8494x678,Publishing rights manager,9,169.46,0,1,Urban,1,Web,Buy One Get One,1.079497497541766
Scott Michael,9829 Fuller Wells Apt. 914,Samanthatown,40781,(988)068-6147x148,Customer service manager,10,179.24,1,0,Surburban,1,Web,Buy One Get One,0.8696660617205005
Peter Hamilton,71809 Daniel Creek Apt. 701,North Kayla,79473,+1-544-973-6368x1318,Advertising account planner,10,29.99,0,1,Rural,1,Web,No Offer,0.8245083743745646
Heather Simmons,866 Andrew Key,East Mariabury,1745,382.289.9380,Amenity horticulturist,4,274.61,1,1,Surburban,1,Web,No Offer,0.7666327572162306
Chelsea Sanchez,3035 Michael Plains,Lake Edward,67823,256.989.8883x592,Corporate treasurer,10,50.28,1,0,Surburban,1,Phone,Discount,0.6750202565120378
Anthony Pace,695 Richardson Shores,Robertstad,64377,743.553.2676,Banker,5,30.9,0,1,Surburban,1,Web,Buy One Get One,1.3794092817744297
Michael Evans,94748 Marshall Island Apt. 482,Apriltown,85177,813.388.6116x5824,"Surveyor, building control",1,212.71,1,1,Urban,0,Web,Buy One Get One,0.9367125341720544
Charles Carroll,1565 Anthony Summit,East Danielle,60278,517-587-6290x2381,Health and safety adviser,8,29.99,0,1,Surburban,1,Web,Buy One Get One,1.3908748688814565
Samantha Rogers,840 Mendoza Forges Apt. 633,Lake Michellemouth,60688,162-709-0529,"Surveyor, building",9,81.2,0,1,Urban,0,Web,No Offer,0.6332079587349411
Amy Oneal,6584 Jackson Island Suite 788,New Briannaside,56916,(086)505-2076x097,Dramatherapist,4,371.5,0,1,Surburban,1,Phone,Buy One Get One,1.966261141337721
Dr. Tyler Gonzalez,762 James Manors Suite 596,Juliehaven,9646,+1-304-947-7340,Land,10,29.99,1,0,Surburban,1,Web,No Offer,1.2233648124927727
Jennifer Ortiz,9531 Huffman Forges Apt. 437,Hamiltonport,1872,073.513.7270x648,Race relations officer,10,211.08,1,1,Urban,1,Phone,Discount,1.1029116929481175
Dr. Tiffany Jimenez,74998 Juarez Circles,Kelseyborough,84747,+1-676-633-9784x640,Data processing manager,7,254.07,0,1,Urban,1,Phone,Buy One Get One,0.6983675900099013
Justin Gillespie,63554 Thompson Lodge Apt. 460,West Manuel,78760,533.053.0573,Sports therapist,4,447.6,1,1,Surburban,0,Phone,No Offer,0.6131056288420957
Norman Martin,51963 Matthew Harbors,South Jeffery,44566,001-558-906-3708x655,Clinical cytogeneticist,3,243.36,1,1,Urban,0,Phone,Buy One Get One,2.7323492102858657
Tamara Mitchell,0535 Michael Mill,Port Erin,18744,001-572-402-3115,"Optician, dispensing",3,105.48,0,1,Urban,0,Web,Discount,1.434724555102742
Patricia Anderson,88703 Amy Branch,Williamstown,57190,+1-545-054-5933x57876,Animal technologist,6,476.37,0,1,Surburban,0,Phone,No Offer,0.927168292357938
Matthew Riley,70814 Kelly Village Suite 339,Lake Danielle,50161,361.491.4573x31569,Production manager,5,103.5,1,0,Rural,1,Web,Discount,1.6266242989844302
Lindsay Davis,9202 Bradley Crossroad,Port Marktown,77903,001-762-638-3382x79742,"Engineer, structural",3,110.73,1,0,Urban,1,Phone,Buy One Get One,1.8350800929863813
David Wilson,8173 Moore Flat,Chenton,96037,434.483.1756,Armed forces training and education officer,10,246.78,0,1,Surburban,1,Phone,Discount,0.8999981283185905
Joseph Pitts,165 Karen Cliffs Apt. 553,Port Jessica,49518,077.418.9584,Recruitment consultant,2,263.57,0,1,Urban,0,Phone,Buy One Get One,2.4087488313796923
Sarah Sanders,2833 Michelle Ramp Suite 671,Mcdowellmouth,30801,750.471.5944x83648,Software engineer,10,77.44,1,0,Urban,0,Web,Discount,2.2414369599613932
John Bray,66361 Lamb Ports Apt. 126,Kellytown,13357,(754)722-7305x90608,Horticultural consultant,11,102.32,0,1,Rural,0,Phone,Buy One Get One,0.5735162445673903
Joe Joseph,31953 Smith Heights Suite 970,Douglasstad,4119,(416)673-8758x90269,Higher education lecturer,10,108.58,1,0,Urban,1,Web,Discount,0.2061460574552564
Steven Reed,67640 Jason Pass Suite 399,Christinaside,27434,206.321.1909x41091,Armed forces training and education officer,2,806.02,1,1,Urban,1,Phone,No Offer,1.2708750599081773
Samuel Jones,0783 Denise Mills Suite 304,Lake Drewbury,14529,001-283-096-0442x987,"Surveyor, insurance",1,29.99,0,1,Urban,1,Web,No Offer,1.3940027481972386
Laura Young,0214 Edwin Point,Christianchester,20638,(374)293-0608,"Teacher, primary school",11,229.47,1,0,Urban,0,Multichannel,Buy One Get One,0.2985476960980422
Harold Williams,473 Watts Pass,Walkerside,74511,162.071.9549x2448,"Teacher, music",1,160.53,0,1,Rural,0,Phone,Buy One Get One,0.6631084730085928
Valerie Gonzalez,35693 Ashley Court,Snowshire,51171,279.339.5545,Ranger/warden,4,111.12,0,1,Rural,1,Phone,Discount,0.6317591660333495
George Holmes,43451 Johns Common,South Williammouth,84070,912-211-0772,"Therapist, drama",4,71.16,1,0,Urban,0,Web,No Offer,1.1455567602496162
Cameron Fitzgerald,149 Edwards Forge,Anthonyberg,73355,544-491-7564,Chartered loss adjuster,9,58.09,0,1,Urban,0,Phone,Buy One Get One,2.4735624695484906
Madison Cortez,797 Brown Parks,Camposview,33236,001-188-284-3177x34008,Sports coach,11,29.99,0,1,Rural,1,Web,Discount,0.7707668135576609
Amy Thomas,0243 Scott River,Vanessachester,32061,930-342-0007,Environmental manager,2,29.99,1,0,Surburban,1,Web,Buy One Get One,1.1997305911184393
Kimberly Cox,2799 Anderson Manor,Lake Jenna,66830,311.739.9193x26873,Museum/gallery exhibitions officer,10,64.55,1,0,Surburban,1,Phone,Buy One Get One,1.100259497687158
Timothy Moss,146 Smith Row,South Keith,16155,(414)863-3182x643,Analytical chemist,8,29.99,1,0,Surburban,0,Web,Discount,0.7760793053517262
Kimberly Anderson,03582 Jackson Drive,Ashleyport,4121,+1-056-833-5996x6797,"Nurse, mental health",10,90.89,1,0,Surburban,1,Phone,No Offer,0.9445809423920102
Elizabeth Mueller,81098 Evan Spring Suite 276,West Haley,86823,652-655-0899x01088,"Engineer, electronics",12,395.05,1,1,Urban,1,Web,Buy One Get One,1.6803231862377297
William Hall,226 Carrillo Springs Apt. 515,East Richard,54741,4418456463,Fast food restaurant manager,12,107.69,1,0,Urban,1,Phone,Discount,1.7570769720946275
Cheryl Brown PhD,1714 William Trail,Gonzaleschester,7767,390.976.9571,"Therapist, music",9,97.41,0,1,Urban,1,Web,Discount,2.1324891391931406
Lindsey Carter,90916 Amanda Curve Suite 788,West Brandy,43284,906.084.9608,Optometrist,4,406.96,0,1,Urban,0,Multichannel,Buy One Get One,1.1374397410702008
Nathaniel Sherman,74060 Frances Points,West Sean,80022,(660)977-9443x75886,Archaeologist,5,100.73,0,1,Rural,1,Phone,No Offer,1.0676878216262449
Diane Cunningham,6935 Butler Oval,New Andrew,17720,815.517.2960x4197,Technical sales engineer,10,148.98,1,0,Urban,0,Phone,Buy One Get One,1.263191721897256
Linda Stewart,60583 Elizabeth Manor Apt. 856,Jeffreyshire,34916,001-384-534-7225,Aid worker,1,222.35,0,1,Surburban,1,Web,Buy One Get One,1.3019555743219096
Jordan Mora,165 Misty Stream,Vickifurt,58022,001-187-725-2833x78372,"Psychologist, clinical",10,149.22,1,0,Surburban,1,Web,Buy One Get One,1.0775278167792461
Gregory Dodson,80885 Cherry Center Apt. 741,Matthewside,53550,(298)525-4875x98916,"Engineer, building services",10,29.99,0,1,Urban,1,Web,Discount,1.0991678404425014
Carol Frank,328 Bailey Lodge Apt. 178,Beantown,6238,357-148-1070x752,Pharmacologist,10,342.95,0,1,Urban,0,Phone,No Offer,0.9091618729809016
Rodney Jones,68079 Johnson Wall,Lake Coleview,41224,1892756577,Aid worker,10,29.99,0,1,Rural,1,Web,Buy One Get One,1.1547123760822349
Mark Carter,720 Gates Mews Apt. 080,West Krystalview,11751,373.988.1617,Emergency planning/management officer,2,132.09,1,0,Surburban,0,Web,No Offer,0.8773777919968037
Charles Martin,95112 Robinson Knolls,Foleychester,43283,(365)353-2877x670,Licensed conveyancer,2,131.05,0,1,Urban,1,Phone,Discount,0.9110427891249404
Angela Burnett,875 Peterson Neck Apt. 539,Dicksonborough,5476,+1-494-780-8585x2947,Sales promotion account executive,1,40.6,0,1,Surburban,0,Web,Discount,1.07312658691458
Robert Buck,803 Clark Parkway Apt. 485,Donaldland,56093,752.339.1113,Musician,10,77.23,0,1,Rural,0,Phone,Discount,0.3654519030643412
Cheryl Montoya,86271 Jessica Summit Apt. 298,West Richard,71360,672-909-9152x083,Claims inspector/assessor,4,294.26,1,0,Surburban,0,Web,Buy One Get One,0.9318738584174456
Janet Lopez,550 Amy Plains,East Stephentown,18781,(104)040-6922,Press sub,6,42.26,0,1,Surburban,1,Phone,Buy One Get One,1.8465929360328737
Thomas Phillips,03567 Fowler Meadow Suite 736,Ronaldbury,20182,881-449-6546,Television/film/video producer,6,265.09,0,1,Urban,1,Web,Discount,0.058074881629473614
Kimberly Wilson,3253 Barrett Mission Apt. 981,Jamesport,92942,(227)829-6665x06367,Quality manager,2,426.52,0,1,Urban,0,Web,Buy One Get One,2.4187211658620686
Reginald Roberts,3337 James Village Suite 249,South Jackville,88213,001-597-127-1425x4764,Product manager,8,135.84,1,0,Surburban,1,Web,Discount,1.3937903669240828
Timothy Singh,63792 Preston Mills Apt. 168,Peggyfurt,28387,(194)503-8908x428,Sales executive,1,282.01,1,0,Surburban,0,Phone,Discount,0.7529724699490137
Chris Stevenson,4014 Jimenez Island Suite 062,Sanchezmouth,50122,+1-494-154-1678x03162,Broadcast journalist,1,260.17,1,0,Surburban,0,Phone,Discount,0.33084288832110165
Jackie Bailey,434 Johnson Crescent Suite 187,Wumouth,69257,770.961.6950,Chemical engineer,4,380.39,1,0,Surburban,0,Web,Buy One Get One,1.1840288457850563
Jessica Franklin,5257 Lisa Plaza,Luisport,67565,(431)217-2432x36810,"Engineer, maintenance (IT)",5,235.46,1,1,Urban,1,Web,No Offer,0.953759322594909
Angela Gonzales,068 Omar Meadow,Port Leslieshire,7080,071-834-4326x48682,"Designer, interior/spatial",9,55.08,1,0,Urban,1,Web,Buy One Get One,1.1753901653933276
Jenna Barker,8051 Robert Brooks,Kathleenburgh,49988,460-857-1504x48002,Academic librarian,11,66.38,0,1,Rural,0,Web,Buy One Get One,1.187418147697077
Christopher Gonzalez,417 David Manor Apt. 589,Williamton,49992,+1-380-002-4053x40605,"Investment banker, operational",9,420.85,1,1,Surburban,0,Web,Discount,1.0467383794567324
John Harris,1919 Gary Throughway Apt. 512,Youngstad,49289,+1-416-624-1032,Event organiser,1,139.32,1,0,Urban,0,Web,Buy One Get One,1.4788851001825043
Bethany Jacobs,971 Strickland Burgs,South Jason,83832,585-897-8321x87716,Company secretary,11,114.35,1,0,Urban,1,Phone,Buy One Get One,0.7491931023956933
Jerry Ortiz,26814 Johns Row,Williamsbury,72365,(673)717-1362,Chiropractor,8,74.78,0,1,Surburban,0,Phone,No Offer,0.9674618127650728
Joshua Hudson,442 Matthew Crossing Suite 537,West Mary,81902,+1-575-377-2764x30453,Politician's assistant,7,112.98,1,0,Rural,1,Phone,Buy One Get One,0.0614585696027431
Richard Hebert,6187 Michael Rue Suite 144,New Kelly,30920,130.771.7224,Social worker,10,29.99,1,0,Surburban,0,Web,Buy One Get One,1.3141651153804037
Joshua Taylor,951 Flores Park Suite 200,Biancaside,58923,901-850-8146,Nutritional therapist,10,340.18,0,1,Surburban,0,Web,Buy One Get One,0.39397920929436536
Nathan Henderson,000 Yu Greens Suite 031,North Keith,98808,047-727-3316x9642,Theatre manager,5,220.67,0,1,Surburban,0,Web,Discount,1.512300431714945
Stephanie Fisher,280 Torres Mills Suite 610,Port Jeanborough,46874,001-085-337-1338x904,Investment analyst,5,43.85,0,1,Urban,0,Phone,Discount,1.6936693918843408
Alex Adkins,39441 Wendy Center Apt. 722,Port Katelynfurt,95914,258-799-6286x76901,Trade union research officer,5,489.32,1,0,Surburban,0,Phone,Discount,1.083235876987794
Kathleen Johnson,502 Castro Pass,New Kathrynside,24845,+1-218-860-8771x2904,Financial manager,6,225.04,0,1,Urban,1,Phone,Discount,0.3684120393540242
Mackenzie Anderson,74217 Ramos Center Suite 099,North Debra,77491,+1-907-335-7470x936,Secondary school teacher,9,76.32,0,1,Urban,1,Phone,Discount,1.297391370383815
Pamela Reed,827 Larson Keys,West Andrewstad,92786,001-498-208-2592x47802,Industrial buyer,11,147.87,0,1,Rural,0,Phone,No Offer,1.0611405167849601
Nathan Fisher,77821 Michelle Gateway,Lindaside,39874,474-387-4264,Seismic interpreter,9,189.01,0,1,Surburban,0,Phone,Buy One Get One,0.6736993189681995
Geoffrey Scott,9699 Miller Village Suite 365,East Jesusstad,79427,(775)619-8446x5954,Sports development officer,8,481.01,0,1,Rural,0,Web,Discount,2.2832876997992866
John Deleon,160 Heather Rest Apt. 450,Jacksonhaven,89186,001-870-615-7166x2641,"Designer, graphic",7,119.52,0,1,Surburban,0,Web,No Offer,1.3086579969523826
Blake Williams,900 Yvette Prairie,Caseyburgh,2927,001-311-455-9159x983,Clinical psychologist,5,29.99,1,0,Surburban,1,Web,Buy One Get One,0.7877860060515274
Abigail Williams,5932 Morgan Ville Suite 967,Parkmouth,62482,+1-514-751-0065,"Teacher, music",9,33.27,1,0,Surburban,1,Web,Buy One Get One,1.72662941921789
James Odonnell,3123 Hall Rapids,North Lisa,45122,+1-144-884-8403x11804,Patent attorney,5,61.13,0,1,Surburban,1,Web,Discount,0.07105324297081728
Timothy Hughes,2843 Hughes Track Suite 873,Port Frederick,78954,6999485135,Risk analyst,4,287.04,0,1,Surburban,1,Phone,Buy One Get One,0.6560284802287544
Erin Warren,679 Joseph Meadows Apt. 789,Cummingstown,98110,599.589.9753x34020,Careers adviser,9,38.23,1,0,Urban,1,Web,No Offer,0.4892217798481989
James Sanchez,9328 Jones Extension,New Jessica,66278,639.375.8017x37159,Microbiologist,2,375.42,1,0,Surburban,1,Multichannel,Discount,0.5550279726737662
Michael Williams,491 Thompson Cliff Apt. 085,New Robert,54346,+1-567-141-6037x490,"Production assistant, television",11,231.97,0,1,Urban,0,Multichannel,No Offer,1.6471758527155431
Karen Cox,13890 Cooper Prairie Suite 944,Port Michellechester,76153,768.930.4454,Engineering geologist,3,34.18,1,0,Surburban,0,Phone,Buy One Get One,0.5201940448356932
Jonathan Fletcher,767 Hansen Road Apt. 596,East Todd,607,001-788-609-0775x8026,Office manager,12,174.84,1,0,Surburban,1,Web,No Offer,0.8769801442530665
Jennifer Brown MD,5272 Floyd Extensions,West Arielville,51494,275-338-6551x56816,Structural engineer,4,508.65,1,0,Surburban,1,Web,No Offer,1.122149229820885
Jill Davis,157 Emily Drive Apt. 645,East Kennethmouth,53960,026-271-3722x5006,Research scientist (life sciences),11,89.82,1,0,Surburban,1,Web,Buy One Get One,1.7090465632202938
Jeffrey Jones,44128 Kimberly Key Suite 135,Lake Sabrina,42273,+1-781-347-2952,Environmental manager,12,121.61,0,1,Rural,0,Phone,Discount,0.8829871167826437
Eric Williamson,726 Ramirez Alley Suite 445,East Daniel,24912,+1-176-151-2700x629,Neurosurgeon,2,29.99,1,0,Surburban,1,Web,Discount,0.4193746171941407
Jennifer Horn,1364 Owen Cliffs,North Kimberlyburgh,98865,0993610405,Ceramics designer,1,44.04,0,1,Urban,1,Phone,Discount,1.4491291216266344
Charles Robinson,88085 Pierce Crossroad,South Amandashire,55819,+1-558-638-1163x70851,Special effects artist,3,185.86,0,1,Urban,1,Web,Buy One Get One,0.7519867583148425
Nathan Morgan,618 Cole Pike Suite 795,South John,86639,001-369-701-7478,"Geneticist, molecular",3,69.3,0,1,Urban,0,Web,Buy One Get One,0.3453875712253132
Dustin Williams II,787 Sharon Key Apt. 610,Kirstenland,57103,963.427.8933,Animal technologist,11,136.66,1,0,Surburban,1,Web,Buy One Get One,2.119237602732505
John Carr,87090 Benjamin Falls,Port Jeffrey,41377,8832927994,Oceanographer,10,288.9,0,1,Surburban,0,Web,Discount,1.1918170054046349
Robert Orozco,5076 Taylor Wall Suite 079,Simmonsside,72932,104-266-0236x995,Hydrologist,1,523.15,0,1,Surburban,1,Phone,No Offer,1.0652467671608838
Barry Mcgee,257 Ward View Apt. 821,Durhammouth,93469,(989)148-7158x526,Accommodation manager,7,338.29,1,0,Surburban,0,Phone,Discount,0.3489236905514133
Dennis White,5815 David Creek Apt. 176,Harrischester,54837,9870110252,Armed forces technical officer,1,311.1,1,0,Urban,0,Phone,No Offer,0.5563113275679261
Kelli Chapman,6500 Smith Mall,Perryfort,30671,(380)371-0630,Minerals surveyor,10,148.5,1,0,Urban,1,Phone,Buy One Get One,1.7262854879803142
Emily Brown,677 Susan Meadows,South Ashley,44409,(954)205-1567x4371,"Education officer, museum",10,39.23,1,0,Urban,0,Phone,Discount,2.5366133551403007
Ryan Young,510 Jessica Green,Gregchester,34574,(332)479-4215,Textile designer,9,94.02,0,1,Surburban,1,Web,Discount,2.3168774107519563
Janice Johnson,10665 Taylor Shores Suite 526,South Scott,95252,+1-696-691-8056x2536,"Education officer, community",2,424.61,1,1,Surburban,1,Web,Buy One Get One,0.6364263938844997
Robert King,3464 William Heights Suite 142,Adamston,96323,497-734-7695x663,Civil Service administrator,2,212.05,0,1,Urban,1,Web,Discount,2.132259631650884
Sharon Mejia,080 Fernandez Terrace,Port Sabrinatown,53486,889.379.1151,Production manager,12,297.91,1,1,Urban,0,Web,No Offer,0.3580801973222443
Jennifer Valenzuela,4109 Jordan Viaduct,Debrabury,93643,6325852887,Geochemist,3,80.68,0,1,Rural,0,Phone,Discount,0.962556644471942
Daniel Reed,5571 Natasha Mountains,South Emily,95103,267-452-9986,Animator,10,33.43,0,1,Surburban,1,Web,Discount,1.3223383092182417
Christopher Roberts,558 Miller Summit Suite 375,East Jamesmouth,68225,804.570.0644,Counsellor,8,29.99,1,0,Urban,0,Web,No Offer,0.8732537015135517
Mrs. Amy Carey,63997 Jarvis Streets,Michellefurt,60898,773.859.7531x2425,Press photographer,9,76.03,0,1,Urban,1,Web,Discount,1.3105209972416512
Katherine Parker,184 Beard Unions,Petersenton,32494,(075)909-2723,Aeronautical engineer,6,337.73,0,1,Urban,0,Web,No Offer,1.3526792670877001
Ryan Jackson,51704 Gutierrez Courts Suite 393,East Tiffany,86286,423-635-5431x60059,"Research officer, government",1,201.01,1,0,Surburban,0,Multichannel,No Offer,0.6978399155023163
Wesley Kennedy,91192 Foley Trafficway,East Michelle,17557,001-323-878-5172x17106,"Geologist, engineering",7,38.98,0,1,Surburban,0,Web,No Offer,0.1263890203999064
Virginia Sullivan,0189 Brown Freeway,Woodmouth,62506,785-692-1463x3896,Broadcast journalist,9,616.43,1,0,Surburban,1,Multichannel,Buy One Get One,0.910243961325558
Stacey Gutierrez,497 Micheal Mountain Suite 760,South Thomasview,80523,895.716.4428x9928,Town planner,10,779.84,0,1,Urban,1,Multichannel,Buy One Get One,1.7243480951648116
Emily Haney,8394 Brian Causeway Suite 766,Paulbury,39147,001-128-720-6763x52743,"Editor, magazine features",10,29.99,0,1,Surburban,0,Web,Buy One Get One,0.7848059737429173
Carl Jones,08149 Ferguson Place,Paulburgh,63303,020.908.1893,Multimedia specialist,4,125.53,0,1,Rural,1,Phone,No Offer,1.0926032310807157
Brenda Stewart,6204 Lauren Mount,Lake Christopherville,16783,563-799-2620x442,Secretary/administrator,1,85.47,1,0,Rural,0,Phone,No Offer,0.5514619214910698
Kimberly Rivers,947 Cook Plains Apt. 839,Shelbyshire,64703,774-357-0433x71720,Radio broadcast assistant,9,748.33,1,0,Urban,1,Web,No Offer,0.9615540346376532
Nicholas Hill,4566 Nancy Walks,Sallyland,9179,921-481-1900x505,Ranger/warden,9,296.43,1,0,Surburban,1,Web,No Offer,1.4414410339203825
Antonio Allison,0915 Stephens Row,West Mark,25877,4217665134,Armed forces logistics/support/administrative officer,11,222.35,1,0,Surburban,1,Phone,Discount,1.1238225478334771
Anna Kirby,649 Davidson Trail Suite 973,Lake Seanton,69502,+1-460-159-6527x9660,"Designer, interior/spatial",7,48.79,0,1,Rural,0,Phone,Buy One Get One,0.8613621111356264
Laura Gutierrez,76797 Jeffrey River Suite 329,Staceymouth,52371,(566)336-8503,Soil scientist,5,108.1,0,1,Urban,0,Web,No Offer,1.3108499426772098
Christy Smith,45799 Melissa Vista Suite 804,Stuartside,83019,0777912917,Curator,6,777.02,0,1,Urban,1,Multichannel,Discount,0.4461202626021694
Robert Cox,30967 Ashley Trail Apt. 345,East Holly,32767,367.050.5065,Broadcast presenter,12,89.94,0,1,Surburban,1,Phone,No Offer,0.8888746815466693
John Johnson,33282 Stark Crest,New Vanessa,39187,001-513-380-1686x653,"Production designer, theatre/television/film",1,1466.51,1,1,Surburban,1,Multichannel,No Offer,1.1257499009771277
Thomas Roberts,03580 Ponce Highway Apt. 845,Port Mike,12092,6207761813,"Engineer, structural",7,204.07,1,0,Rural,0,Multichannel,Discount,0.4179475479176104
Jeremy Brooks,003 Bell Squares,Parkerbury,10293,+1-757-943-7502,Outdoor activities/education manager,7,75.02,1,0,Surburban,1,Web,No Offer,0.4321485070801204
Joshua Clark,45438 Jason Circles,West Traci,67436,001-218-502-3159x2017,"Development worker, international aid",3,74.74,1,0,Rural,1,Phone,No Offer,0.9633823013655348
Yvonne Wilson DVM,788 Zachary Gateway Suite 922,North Robinfurt,90840,(690)185-5865x668,Barista,1,195.76,1,0,Surburban,0,Phone,Discount,1.4877750230474194
Matthew Mccall,636 Mark Roads,Terryfort,54040,(218)598-5802x681,Leisure centre manager,4,347.96,0,1,Urban,0,Phone,Buy One Get One,0.9801120518420184
Ricky White,05085 Martin Drive,North Frank,37749,(277)157-1792x6961,Systems analyst,4,328.59,1,1,Urban,0,Phone,No Offer,0.9417400835315886
Daniel Luna,5203 Tonya Roads Suite 908,Foxview,31681,5719479708,Barrister,4,167.88,1,0,Urban,0,Web,Buy One Get One,0.9470427481554408
Christopher Morales,7197 Brown Cliff Suite 962,Lake Kimberlyfort,83507,+1-494-074-8034x386,Nutritional therapist,9,29.99,1,0,Urban,1,Phone,Discount,1.2367715876533196
Jennifer Johnson,90221 Gutierrez Islands Apt. 405,New Matthew,98965,4321450917,Newspaper journalist,4,705.63,1,0,Rural,1,Phone,Buy One Get One,1.64137713040124
Richard Mckenzie,5234 Antonio Freeway,Maciasport,81809,763.232.1175,Economist,5,112.95,0,1,Surburban,0,Phone,No Offer,1.2159718645002684
Jennifer Rice,88276 Caitlin Lane,Bradyfurt,59198,+1-769-857-8328,Computer games developer,8,30.62,1,0,Urban,1,Phone,No Offer,0.7753966097723667
David Graves,19749 Steven Circles,Lake Melinda,7813,107.293.1052,Research scientist (maths),7,769.43,0,1,Surburban,1,Web,No Offer,1.3350552769197488
Jessica Christian,935 Jimenez Mountain,South Brittany,93875,461-160-2077x840,Wellsite geologist,1,29.99,1,0,Urban,1,Web,Buy One Get One,1.0934839548577742
Mary Jones,911 Long Key Apt. 804,Susanburgh,98349,552-329-8770x88953,Ambulance person,12,29.99,1,0,Surburban,0,Phone,No Offer,0.5747283031799549
Aaron Perez,726 Simmons Creek Apt. 372,Port Vanessa,70124,(157)805-2394x806,Commissioning editor,6,53.11,0,1,Surburban,1,Phone,Discount,1.5361980682339116
Craig Hawkins,343 James Throughway,South Jodi,71510,6414281684,Economist,3,104.27,1,0,Urban,0,Phone,Discount,1.3964707231454658
Elizabeth Myers,69894 Collins Street,East Ashleyfurt,93682,189-618-4374x613,Publishing copy,2,880.88,1,1,Urban,1,Multichannel,Discount,2.1817640288647366
Danielle Gonzales,9706 Rachel Mall Suite 114,New Benjamin,76126,801-356-3677,Risk manager,10,51.46,0,1,Surburban,1,Phone,No Offer,1.4434613828766092
Regina Crawford,248 Rivera Prairie,Colemantown,37135,2107708526,"Nurse, learning disability",1,71.38,1,0,Surburban,1,Web,No Offer,1.610847041151644
Diane Garcia,64544 Heather Bypass,Reidton,98836,001-887-791-1960x095,"Teacher, special educational needs",10,36.4,0,1,Urban,0,Phone,No Offer,1.1733073999429169
Ashley Ruiz,5210 Thomas Union,Williamchester,59212,744-434-1927x240,Economist,3,50.33,0,1,Rural,0,Phone,No Offer,0.7431056203127235
Nicholas Diaz,9861 John Run,West Danielside,95789,(545)560-2430x553,Logistics and distribution manager,6,149.49,0,1,Rural,1,Phone,Discount,1.3705750378070658
Michelle Robertson,2472 Hayes Roads Apt. 055,Christopherville,51083,608.080.7001,Occupational psychologist,1,152.18,0,1,Surburban,1,Phone,Buy One Get One,0.4805706357569754
Jeffrey Burke,287 Gail Court,Bellborough,77004,605-114-9829,"Civil engineer, contracting",2,1259.5,1,1,Urban,1,Phone,Discount,0.954810138501766
Bruce Price,169 Jones Course Apt. 881,Nielsenborough,30028,3576494521,Mechanical engineer,5,319.01,1,0,Surburban,0,Multichannel,Buy One Get One,0.9689802349415688
Yesenia Evans,970 Gordon Shore,Booneport,40799,+1-303-889-4358,Land/geomatics surveyor,3,301.11,0,1,Urban,0,Web,No Offer,0.9430525679896684
Gregory Valenzuela,3112 Samantha Route Suite 755,Lake Amanda,39565,2789539596,Advertising art director,3,31.08,0,1,Urban,0,Web,Buy One Get One,0.8409935015975579
Jeffrey Murray,05717 Mendez Views Suite 650,New Kimberlyville,2326,237.998.6783,Garment/textile technologist,8,277.86,1,1,Urban,1,Web,Buy One Get One,1.8242626794971368
Marie Price,60082 Tran Fort,East Charlesstad,86139,+1-340-098-4627x4681,Chief Technology Officer,7,124.04,0,1,Urban,1,Phone,Buy One Get One,0.2142107387852703
Darrell Reese,9290 Torres Land Suite 361,New Alexandra,57975,+1-180-121-3260x326,"Pharmacist, hospital",3,440.8,0,1,Urban,0,Phone,No Offer,0.4735818623300606
