name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,score
Eric Boyd,8840 Belinda Spring,South Sylviaview,31672,1369560755,Diagnostic radiographer,1,427.49,1,1,Surburban,0,Multichannel,Discount,0.9766415859759552
Christina Armstrong,6078 Dixon Hollow,West Nicholas,65273,001-358-204-1592x5337,"Horticulturist, amenity",9,106.41,0,1,Urban,1,Phone,Buy One Get One,1.0563775091235212
Roger Waters,2160 Peterson Place,Kathyport,5761,001-779-529-0599x0053,Energy manager,8,207.3,1,1,Surburban,0,Multichannel,Discount,0.9584045592702786
Allison Lawson,8654 Ramirez Street,North Victoriaton,65851,(458)407-7232,Legal executive,1,370.7,1,0,Surburban,1,Phone,Buy One Get One,0.7851551782695239
James Gregory,3567 Kathleen Mission Apt. 488,West Timothyhaven,29484,(917)672-1587x205,"Designer, exhibition/display",10,168.5,0,1,Urban,0,Phone,No Offer,0.4504467470263981
Ronald Huber,7876 Kane Meadows Apt. 109,East Laurie,57953,001-637-175-1799x79009,Advertising copywriter,3,77.15,1,0,Surburban,0,Web,Discount,1.7514314454562259
Jamie Peterson,651 Callahan Ford,Lake Brenda,98160,9929768433,"Surveyor, quantity",8,245.81,1,1,Urban,0,Multichannel,Discount,1.5690405736704744
Patricia Matthews,16391 Murphy Islands Apt. 576,Wallaceburgh,59993,+1-901-566-1504x29012,Minerals surveyor,2,226.36,1,0,Surburban,0,Phone,No Offer,0.7250547571922967
Scott Fowler,785 Elizabeth Lakes Suite 774,Camachohaven,95164,176-806-0420,Commercial horticulturist,4,318.81,0,1,Surburban,1,Phone,Discount,1.341761336724419
Anna Thomas,85869 John Orchard Suite 084,South Gary,51395,612.236.9714x4439,Engineering geologist,9,48.52,0,1,Surburban,0,Web,Discount,0.42752701493158574
Terrance Chen,30540 Richardson Mountain,Frederickmouth,18107,328.824.7110x4575,Garment/textile technologist,3,176.1,0,1,Urban,0,Phone,No Offer,1.133985025821466
Miranda Robinson,3442 Alexandra Plaza,North Steve,14383,001-296-593-3490x1049,"Chemist, analytical",7,61.07,1,0,Surburban,0,Phone,Discount,1.9348620145077668
Sean Henson,12763 Nicholas Inlet,East Frankview,49151,+1-245-035-8600x2177,Control and instrumentation engineer,9,55.39,1,0,Surburban,1,Web,Discount,1.6853345084854867
James Kelley,1024 Crystal Pike Suite 872,Harrisstad,17354,280-041-3775,"Surveyor, land/geomatics",7,299.15,0,1,Surburban,0,Phone,Discount,0.8393016070801904
Michele Cameron,862 Lynch Point Suite 190,West Kaylabury,29792,001-382-124-4561x006,"Scientist, marine",7,37.42,0,1,Surburban,0,Web,No Offer,1.7740184709900997
Colin Davenport,998 Mccormick Common,Andersonburgh,49200,8352776047,Web designer,3,98.01,1,0,Urban,0,Phone,Discount,2.606213278154556
Gabriela Mcdowell,57957 Brooke Manors,Mistyville,17780,(610)174-8191,"Designer, multimedia",10,55.84,1,0,Surburban,0,Web,No Offer,1.4774428718171126
Jose Torres,0299 Janet Landing Suite 188,South Katherineshire,99690,(255)981-5814x7268,Learning disability nurse,1,622.49,1,0,Rural,1,Web,Buy One Get One,1.316184931781186
Joseph Rivas,0310 May Squares,North Amychester,63502,223-432-1649,Surgeon,11,49.53,1,0,Surburban,0,Phone,No Offer,2.508556495142808
Christopher Jackson,4298 Black River,West Mark,91469,345.617.8139,Occupational psychologist,7,166.07,0,1,Surburban,1,Phone,No Offer,1.2186050795764276
Renee Williams,8409 Rowe Tunnel Apt. 221,Pachecobury,69746,+1-133-258-9892,Multimedia programmer,1,309.57,1,0,Urban,0,Multichannel,Discount,0.18311853690195
William Garcia,49935 Young Throughway,Lake Morgan,24994,001-203-884-6829x314,Solicitor,8,231.6,0,1,Urban,0,Multichannel,Buy One Get One,1.9904701633301527
Patrick Dunn,36801 Rodriguez Street Apt. 620,Hansonville,57247,3401285786,"Scientist, forensic",11,335.99,1,0,Urban,0,Phone,No Offer,1.1808652001538946
Jimmy Rios,590 Jill Streets Apt. 928,Lake Tina,5676,+1-672-522-3960x84016,Call centre manager,8,236.98,1,1,Urban,0,Multichannel,Buy One Get One,0.7131466597953341
Patricia Bowman,4159 Brad Path Suite 386,North Adamview,41764,524-617-1026x35105,"Accountant, chartered certified",1,350.08,0,1,Surburban,0,Phone,No Offer,0.9661662898083596
Colleen Warner,6613 Lee Expressway,Matthewfort,35728,020.395.5018,Accommodation manager,3,244.14,0,1,Urban,0,Web,No Offer,0.4605564518752043
Lindsey Jones,857 Miller Centers,Samuelbury,5726,199.727.7579x9942,International aid/development worker,3,29.99,1,0,Surburban,1,Web,No Offer,1.039306522335368
Diane Shepherd,799 Kevin Extensions Apt. 203,Teresashire,29492,001-812-110-2383x697,Solicitor,7,170.43,0,1,Urban,0,Web,No Offer,1.9051122662087967
Jared Ward,426 Campbell Lock Suite 770,New William,16779,+1-743-804-7781x39096,Market researcher,11,298.49,1,0,Urban,1,Multichannel,No Offer,1.1004924147719484
Anthony Flores,2019 Lindsay Hills,New Meganfurt,78394,+1-835-971-3296x85425,Toxicologist,2,72.97,1,0,Urban,0,Web,Discount,0.8344588521487061
Seth Montes,480 Cassandra Stream,East Jonport,99673,(758)883-9409x584,Energy manager,1,96.57,0,1,Surburban,1,Web,Discount,1.029213754098706
Maureen Ortega,810 Melton Hill Apt. 733,Garrettton,86596,015-568-1331x58060,Art therapist,9,155.12,1,0,Urban,0,Web,No Offer,1.1864404320863702
Stacy Lewis,995 Chandler Stravenue,Debramouth,62531,001-094-295-6592x32563,Horticultural therapist,9,75.93,0,1,Urban,0,Phone,No Offer,1.292904388358352
Sherri Rose,4999 Jennifer Mall Apt. 479,North Breannamouth,13259,001-010-874-1813x5092,English as a foreign language teacher,9,29.99,0,1,Surburban,1,Phone,Buy One Get One,1.342629471878337
Nancy Brown,9141 Kathy Lodge Apt. 357,Port Patricia,88138,618-577-3628x5352,"Doctor, hospital",11,84.66,0,1,Urban,1,Phone,No Offer,0.6580407113924389
Casey Stone,292 Dixon Landing,West Susanside,1256,(500)203-7942x81946,"Pharmacist, community",12,29.99,1,0,Urban,1,Web,Buy One Get One,1.7244239402632755
Carolyn Randolph,117 Dustin Junctions Suite 566,Brucebury,33114,(829)040-9693,Medical secretary,2,29.99,0,1,Urban,0,Web,Buy One Get One,0.7077406924600782
Michael Mcbride,78148 Danielle Center,Micheleshire,79475,(556)525-3114x1117,Radiation protection practitioner,4,697.47,1,0,Rural,1,Multichannel,No Offer,1.0556894548630131
Cynthia Harmon,66593 Donald Alley,North Laura,6910,(920)044-3298,Colour technologist,7,164.1,1,0,Surburban,0,Web,Discount,1.5981050846365237
Sara Navarro,5464 Washington Corner,New Brianshire,10124,001-714-609-5958x626,Physiological scientist,2,279.11,1,1,Surburban,0,Web,Buy One Get One,0.574394833073667
Eduardo Robbins,260 Linda Run,West Nathaniel,17940,775-066-6151x760,"Education officer, environmental",4,32.65,0,1,Rural,1,Phone,No Offer,0.6400796940415666
Brad Barrett,8627 Lisa Skyway Apt. 450,Port Holly,40395,692-858-8144,"Investment banker, operational",4,311.65,1,0,Urban,0,Web,No Offer,0.6121251862424102
Claudia Collins,478 Juan Row Apt. 144,Foxberg,6826,411-663-9076x9798,"Psychologist, sport and exercise",11,42.04,0,1,Surburban,1,Phone,No Offer,1.5993001754465983
Briana Pollard,4786 Heather Run,North Ernestfort,19760,(787)607-9346x2364,"Psychologist, sport and exercise",10,29.99,1,0,Urban,1,Phone,No Offer,1.0789771782958697
Kimberly Spears,5982 Michael Heights,Lake Danielle,76267,918.604.9211x8922,"Producer, television/film/video",4,77.66,1,0,Surburban,0,Phone,No Offer,1.3479655056384408
Mrs. Crystal Harris MD,1614 Holden Parkways Suite 686,Lake Karenside,86971,001-661-190-6731,Art gallery manager,7,29.99,0,1,Surburban,1,Phone,Buy One Get One,1.2644022740070244
Linda Arnold,9604 Andrew Crest Apt. 780,Ashleyberg,58034,7512770885,Insurance underwriter,10,29.99,1,0,Rural,1,Web,Buy One Get One,1.983258776330787
Harry Hansen,7881 Murphy Islands Apt. 138,Suarezfurt,79192,001-490-880-6499x4664,"Research officer, trade union",5,746.41,0,1,Rural,1,Phone,No Offer,0.5233133791527824
Jeffery Wood,5598 Stephenson Shoal Apt. 480,South Debbieton,16750,840.579.0971,Freight forwarder,4,41.45,1,0,Rural,1,Web,Buy One Get One,0.31529340164359565
Alexandra Franco,109 Samantha Greens,Port Joe,23068,705.007.0838,Government social research officer,7,352.87,0,1,Urban,0,Multichannel,Discount,0.6965469615951956
Deanna Wilson,16545 Petersen Lodge Suite 442,Tinahaven,91376,316.206.3264x721,Art therapist,6,118.48,1,0,Urban,1,Phone,Discount,1.5818805830661264
Paul Torres,64249 Steven Turnpike,Port Lauren,98669,(053)175-7373,Special effects artist,1,958.55,0,1,Urban,1,Multichannel,No Offer,1.593445289230791
Frank Clark,12594 Little Village,Jenniferchester,68624,443.209.2720,Hydrogeologist,2,130.62,1,0,Surburban,0,Web,Buy One Get One,0.13728696534843754
Dustin Cortez,074 Hoffman Place,Millerhaven,69401,(982)177-7828,Catering manager,10,281.95,1,0,Surburban,1,Phone,No Offer,0.9010942461326892
Cheryl Warner,9752 Christina Meadows Suite 952,Lake Markport,94164,+1-745-555-3905,Drilling engineer,10,29.99,1,0,Surburban,0,Phone,Buy One Get One,1.2729542330886392
Joshua Larson,9620 Knight Common,Pamelafurt,47509,708.240.6571x53304,Chartered accountant,9,746.98,1,0,Urban,1,Multichannel,Discount,1.3967514711087743
Martha Klein,869 Brown Forges Suite 791,Smithbury,76979,8280681137,Geophysical data processor,9,312.45,1,0,Rural,0,Web,Buy One Get One,0.6766300946873927
Timothy Richardson,9855 Li Harbors Apt. 076,West Miguelstad,32850,458.200.4891x0930,"Nurse, learning disability",6,104.14,1,0,Rural,1,Web,Buy One Get One,1.7620415593330818
Jesse Sanchez,614 Alexandra Court,Lake Davidhaven,39670,+1-593-835-6660x91236,"Pharmacist, hospital",3,782.53,1,1,Rural,1,Multichannel,Discount,0.8733814402529019
Sharon Perez,5437 Donald Estates Suite 039,Victoriaton,10257,+1-258-037-6955x92629,Telecommunications researcher,1,402.71,1,0,Urban,0,Phone,Buy One Get One,0.9826046399902828
David Medina,4122 Roger Lock Suite 863,Amberport,26923,092.031.5119x93417,"Physicist, medical",4,38.32,0,1,Rural,0,Phone,Discount,0.9452744516645712
Cheyenne Butler,426 Williams Inlet Suite 101,Lambmouth,25968,(480)443-2787,Furniture conservator/restorer,9,70.75,1,0,Surburban,1,Phone,Discount,0.4235642359450508
Bryan Henderson,0652 Anthony Walks,Kellerfort,66265,001-861-812-2652x24092,"Engineer, maintenance (IT)",1,97.42,0,1,Urban,0,Web,No Offer,1.6047016216096002
Cassandra Bell,8667 Jones Dam,Port Jean,77698,638.529.6034x35926,Print production planner,8,133.26,1,0,Surburban,1,Phone,Discount,0.6420337118085643
Joshua Sullivan,324 Burnett Ports Suite 055,East Briana,95511,001-050-701-8344x8410,Advertising copywriter,4,616.39,1,0,Surburban,1,Phone,Buy One Get One,1.0974624340745411
Elizabeth Carpenter,4879 Seth Unions,East Mariaton,12140,898-150-2187x94543,Manufacturing engineer,5,416.13,1,0,Urban,1,Phone,No Offer,0.9123929266627916
Jackie Jenkins PhD,972 Luis Dam Suite 597,East Marissa,69449,630.874.8212,Writer,6,424.59,1,0,Urban,0,Multichannel,Discount,0.6970512900210212
Derek Clarke,9316 Smith Burg Apt. 906,Morenoport,75777,723.712.3792,Nature conservation officer,1,84.71,1,0,Surburban,0,Web,Buy One Get One,1.0285092063559522
Paul Heath,343 Taylor Circle,Coryfort,96066,001-719-771-6388x167,Building control surveyor,1,302.64,0,1,Urban,0,Phone,Buy One Get One,1.4099554393087819
Jeremy Landry,170 Cooper Roads,Kellerfurt,25230,001-298-863-6579x694,Toxicologist,4,53.42,0,1,Surburban,0,Phone,Discount,0.9895983805079176
Jerry Edwards,9655 Snyder Road Apt. 311,Lake Hunter,94504,120.959.5296x16240,Museum/gallery exhibitions officer,11,237.04,1,1,Surburban,1,Web,Discount,2.053058838127841
Brian Price,798 Carter River Suite 888,Sheppardburgh,13524,964.047.3262,Sports coach,4,96.63,0,1,Surburban,0,Web,Buy One Get One,0.6120665159033587
Heather Bryant,6208 Pearson Shore,Meganview,10805,(980)438-8352x305,Electronics engineer,2,851.45,1,1,Rural,1,Web,No Offer,2.4211411509260974
James Boyd,405 Evans Trace Suite 591,Craigshire,51501,673.088.5101x73513,Lexicographer,1,295.55,0,1,Surburban,1,Phone,Buy One Get One,0.7992290830918818
Amanda Ramos,7949 Arias View Suite 240,Amyborough,33932,(482)370-7971x2140,Transport planner,4,63.51,0,1,Rural,0,Phone,Buy One Get One,0.6246453321813263
Peggy Olson,88537 Patterson Tunnel,South Catherine,55980,488-194-4557x4779,Structural engineer,9,71.39,1,0,Rural,1,Phone,No Offer,0.6203274487912518
Grant Stuart,7917 Downs Fields Suite 141,Lake Jennifer,32765,+1-320-136-5943x8434,Artist,9,192.89,1,0,Urban,1,Web,Buy One Get One,0.9362268027489216
David Butler,893 Rebecca Isle Apt. 436,West Sylvia,45867,245-614-5380x6244,Passenger transport manager,1,323.24,0,1,Urban,0,Multichannel,No Offer,0.8386622840306723
Nicole Martin,09695 Bridges Row,Mccannport,1271,2566187161,"Producer, television/film/video",6,200.59,1,0,Urban,0,Phone,No Offer,1.3151973394801133
Christopher Davidson,6215 Pacheco Estate,South Julieside,57805,+1-527-805-7026x813,Special educational needs teacher,3,142.84,1,0,Urban,0,Web,Buy One Get One,0.7660510145287305
Antonio King,91325 Green Branch,Port Maurice,64228,216-792-4531,"Administrator, arts",2,668.02,1,1,Rural,1,Web,No Offer,0.13692083120831233
Shari Espinoza,1173 Nguyen Junction Suite 232,Caldwellbury,29660,(178)824-4580,Food technologist,10,680.08,1,1,Surburban,1,Web,Discount,0.8186810259660646
Ruben Bolton,51049 Scott Canyon Suite 814,East Tanyastad,98016,354-357-0600x5988,Television production assistant,10,507.15,0,1,Rural,1,Web,Buy One Get One,1.3261824053735611
Tina Martinez,431 Chad Hill Apt. 396,Andrewmouth,46519,931.989.0705x120,"Surveyor, hydrographic",4,134.8,1,0,Surburban,0,Phone,No Offer,1.5400446967924633
Laura Nelson,1998 Matthew Falls,Jamesberg,94565,723-785-1137,Patent attorney,2,592.25,0,1,Urban,1,Web,Discount,0.7982000391783285
Alec Smith,751 Yu Inlet Suite 972,Port Conniestad,12296,001-415-717-8100x08296,"Nurse, learning disability",3,1065.76,1,0,Urban,1,Phone,Buy One Get One,0.8716688867079098
Valerie Parker,749 Katie Dam,North Spencermouth,98440,001-209-920-8237x98535,Theatre manager,1,201.15,0,1,Urban,1,Web,No Offer,1.0729243472424246
Nathan Montgomery,846 Alexandra Manors Suite 315,Port Michaelchester,54899,001-164-918-2672x2567,Communications engineer,10,58.49,1,0,Surburban,0,Web,Buy One Get One,1.341831475947949
Jessica Mcgee,6630 Megan Vista,North Lisa,89451,+1-463-535-1619,Research scientist (maths),1,357.86,1,0,Surburban,0,Web,Buy One Get One,0.9908654532901704
Ashley Odom,90405 Hernandez Street Suite 461,Petertown,12382,869-631-1242,Dramatherapist,1,695.85,0,1,Urban,1,Multichannel,Buy One Get One,0.8344476287542577
Robert Thomas,480 Deborah Extension,Lake Ryan,93295,618-504-5591,Armed forces operational officer,2,537.21,1,0,Surburban,1,Multichannel,Buy One Get One,2.1224504415786507
Christopher Whitney,0773 Dougherty Tunnel,Sampsonview,43396,(008)447-6494x312,Telecommunications researcher,2,91.19,1,0,Surburban,1,Web,No Offer,0.3163691905073054
Angelica Wallace,930 Mcbride Brooks,Marktown,55319,(414)293-7420x58397,Warehouse manager,3,387.14,1,0,Surburban,0,Phone,Buy One Get One,0.3427119007459281
Cory Anderson,75543 Timothy Overpass Suite 244,Port Christopher,93369,001-300-878-1444,Hotel manager,8,241.81,0,1,Rural,0,Phone,Discount,2.2248424673241805
Mr. Jack White,30045 Debbie Lodge,North Stephen,4213,+1-517-216-4786x79948,Medical physicist,4,110.43,1,0,Surburban,0,Phone,Buy One Get One,0.7918357866190205
Daniel Beck,747 Mills Track Suite 201,Kellymouth,15101,4200333640,Community education officer,10,35.59,0,1,Surburban,0,Web,Discount,0.8215539226573663
Derek Simpson,785 Kenneth Divide,South Amandaborough,30972,870-027-1591,"Radiographer, diagnostic",10,617.4,1,0,Surburban,1,Multichannel,Discount,1.2204848209091876
Lori Stokes,0786 Garcia Springs Apt. 136,East Benjamin,62418,+1-712-042-8894x9313,Database administrator,5,178.85,0,1,Surburban,0,Phone,No Offer,0.6579978599680407
Victoria Cox,846 Timothy Squares,South Tanya,85489,001-237-129-5533x838,Architectural technologist,3,34.08,1,0,Rural,0,Web,No Offer,1.7408582332640554
Jaclyn Chapman,435 Daniel Course Apt. 723,Guzmanstad,8369,001-286-639-6055x341,"Horticulturist, amenity",7,92.7,1,0,Rural,1,Phone,No Offer,1.7676116027136768
Robert Johnson,69047 Mooney Flats Suite 377,Heatherberg,46199,630.083.6460,Chartered certified accountant,9,579.35,1,1,Surburban,1,Multichannel,No Offer,1.0525540223905046
Jeffery Arellano,03543 Janice Park Apt. 974,Samuelland,67900,2640929238,"Engineer, biomedical",2,51.92,1,0,Rural,0,Phone,Discount,1.1098597376307855
Valerie Carter,343 Martha Hill,Lake Christopherfurt,86227,(224)535-6401,Gaffer,2,276.94,0,1,Surburban,1,Phone,Buy One Get One,0.9043369463609467
Tommy Hill,154 Martin Common Apt. 306,Michaelbury,82568,(238)795-8790,Database administrator,1,479.31,1,0,Surburban,0,Multichannel,Discount,1.0605763547704807
Nicole Diaz,4926 Schultz Hills,Zacharytown,27784,001-973-087-3678x44671,"Engineer, control and instrumentation",10,149.38,1,0,Surburban,0,Web,No Offer,0.9057259133567708
Kim Fisher,473 Eddie Parkways Suite 232,South Adam,63208,270-096-6634,"Editor, magazine features",2,35.11,0,1,Urban,0,Phone,No Offer,0.7514674574137458
Claudia Cortez,1713 Terri Points Apt. 095,Chrisport,16862,(564)856-4894,Retail banker,7,244.17,1,0,Urban,1,Web,Buy One Get One,1.5525190228834185
Jennifer Villegas,536 Robin Estate Suite 321,Williamsshire,39683,(981)538-0365x245,Health and safety inspector,11,230.08,0,1,Urban,0,Multichannel,No Offer,0.6887021551326284
Brenda Rodriguez,82482 Mccann Springs Suite 893,New Keithchester,82238,065.203.1796x57128,Insurance underwriter,3,109.08,1,0,Surburban,0,Phone,Discount,1.4015638414802112
Martin Luna,59175 Schultz Walk,Jacksonburgh,43819,814-467-9030x961,"Administrator, local government",1,115.68,0,1,Rural,0,Web,No Offer,0.8876208515132245
Bridget Duncan,17678 Brown Street,Port Monicahaven,25972,001-893-599-9120x04581,Dance movement psychotherapist,7,319.37,0,1,Surburban,0,Phone,Buy One Get One,1.7950546644373233
Julia Summers,740 Daniel Ford,Jenniferchester,61657,(364)301-6355,"Geneticist, molecular",4,464.49,1,1,Surburban,0,Phone,No Offer,0.7123644484304619
Angela Barr,167 Jimenez Loop,South Daniel,60987,933-182-6922x618,Pathologist,1,260.3,0,1,Urban,0,Multichannel,Discount,1.3585177666263777
Joel Davis,7947 Meghan Motorway Apt. 984,West Amanda,88037,+1-746-622-5131,Charity officer,8,309.32,1,0,Surburban,0,Phone,Discount,1.3778792845893018
Andrea Ruiz,872 Emily Run Apt. 345,Edwardland,73634,001-909-246-6108x828,Insurance broker,9,400.77,0,1,Rural,0,Multichannel,Buy One Get One,0.8113467200531904
Tina Brown,95964 Debbie Burg Suite 256,East Nancy,89938,764-376-7584x6446,Meteorologist,6,67.5,0,1,Surburban,0,Phone,Buy One Get One,0.9557248635001152
Donna Reynolds,53433 Kimberly Alley,Kellymouth,3827,497.502.6828,Licensed conveyancer,5,154.04,0,1,Surburban,1,Web,Buy One Get One,0.526418949916927
Hector Cross,728 Small Drives,North Bruce,26298,(005)588-1699x575,Community development worker,1,813.4,1,0,Urban,1,Phone,Discount,1.0110675385768362
Jessica Johnson,444 Deanna Court,Davisfurt,13725,039.729.3271x6545,Armed forces operational officer,10,69.04,1,0,Urban,0,Web,Discount,1.0020119457126615
Andrea Turner,55991 Hinton Pines Suite 557,Knightbury,72526,798-367-4183x9872,Television/film/video producer,3,29.99,1,0,Urban,0,Phone,No Offer,0.5484040426895997
Daniel Harrington,1737 Johnson Square,North Destinyview,30423,001-207-296-6661x8176,Ambulance person,10,121.41,1,0,Surburban,0,Web,Buy One Get One,1.179318528803745
Tyler Rojas,68687 Catherine Islands Suite 684,Cooperhaven,83411,+1-655-760-5950,Music therapist,10,75.25,1,0,Urban,0,Phone,No Offer,1.3242211856170147
Maria Smith,422 Kelly Rue,Port Marvinberg,34900,001-811-526-8044x53141,Civil Service administrator,6,29.99,0,1,Urban,1,Web,No Offer,0.8892350714801998
Margaret Holmes,601 Bradley Station,South Shanechester,64654,+1-853-161-8576x6717,Environmental consultant,5,238.47,1,0,Urban,0,Web,Discount,1.6175872312278683
Emma Wood,6205 Noble Squares Suite 102,Lawrencechester,11675,176-931-0559,Building services engineer,10,103.07,0,1,Surburban,0,Phone,Buy One Get One,0.8091384063563852
William Cruz,028 Gina Garden,East Tracy,8327,001-960-356-7001,"Therapist, horticultural",7,603.54,1,0,Urban,1,Multichannel,Discount,1.1412394127204708
Lacey Gray,606 Christina Ridge,Mariaburgh,55817,(416)932-2585,Rural practice surveyor,9,646.64,1,0,Rural,1,Web,No Offer,1.4498617061279049
Jason Olson,06665 Jasmine Court,New Michael,24682,(311)782-3288x79102,"Investment banker, corporate",10,89.57,0,1,Surburban,1,Phone,Buy One Get One,0.7599897075151292
Drew Padilla,783 Ruiz Court,Lake Christinafurt,30945,001-316-260-2133x83177,Risk manager,12,42.99,0,1,Urban,0,Web,Discount,1.5791876070834636
Toni Arnold,8078 Joanne Shoal Apt. 712,Trevinoberg,96015,088-933-9708x424,Paramedic,2,29.99,0,1,Rural,1,Phone,Buy One Get One,0.7302046720267255
David Dixon,0076 Dennis Trail Suite 403,Mejiatown,27976,(925)775-7621x70865,Barista,4,642.93,1,1,Rural,1,Phone,Discount,2.165178173798754
Justin Lewis,7144 William Avenue,Port Kayla,5588,692.204.9405x678,"Journalist, magazine",10,29.99,1,0,Urban,0,Web,Buy One Get One,1.3553249986020046
Rachel Evans,89248 Ronald Meadows Apt. 849,Lake Craig,12411,(431)306-3699x5116,Records manager,3,251.43,1,0,Surburban,0,Phone,Discount,0.9589714844676664
Amy Johnson,4018 Jones Rest Apt. 996,North Donaldhaven,48853,(212)668-8370x755,"Engineer, production",10,65.57,1,0,Rural,0,Web,Discount,1.7925904819819196
Krystal Silva,62662 Crystal Run Apt. 386,Albertview,2232,5042920905,Financial trader,3,722.22,1,1,Urban,1,Multichannel,Buy One Get One,1.4638862310339626
Adam Stafford,1589 Carr Ridges Suite 242,New Courtney,85017,944-669-9217,Psychotherapist,8,29.99,1,0,Surburban,0,Phone,Buy One Get One,0.3868774835710052
Kevin Henderson,0762 Caleb Cove Suite 411,Port Eric,47116,001-110-085-0184,"Designer, industrial/product",10,240.93,0,1,Urban,0,Phone,Buy One Get One,0.9295949252307196
Gail Vance,10254 Howell Points,Amyside,60288,519.477.1275,Purchasing manager,10,50.56,0,1,Surburban,1,Web,No Offer,0.7056003777268216
Lisa Anderson,4493 Steven Manor,South Reginastad,65500,001-088-837-6029,Radiation protection practitioner,3,44.84,0,1,Surburban,0,Phone,Discount,2.073996068019293
Daniel Johnson,947 Cohen Court Apt. 815,North Sherry,2469,4173521799,Consulting civil engineer,8,82.34,0,1,Urban,1,Phone,Buy One Get One,1.025811105595854
William Sanchez,13506 Gay Court,Andrewmouth,8879,001-607-783-8578x379,"Buyer, retail",2,729.51,1,0,Rural,1,Multichannel,Buy One Get One,0.4523569779948789
Tyler Bates,8987 Williams Rapids,South Michael,84508,200.764.5579,Pharmacologist,9,142.52,0,1,Rural,0,Web,Discount,1.2852491381639652
Kathleen Davis,583 Elizabeth Port,Douglasstad,3843,6659861452,Press photographer,1,851.07,0,1,Urban,1,Multichannel,No Offer,0.8169272078105791
Bradley Gonzalez,1756 Michael Courts Apt. 078,Lake Paulton,42040,767-386-4242x04794,"Conservator, museum/gallery",10,391.86,0,1,Rural,0,Phone,No Offer,0.4464617284770461
Donna Evans,05484 Savage Passage Suite 658,Andrestad,91965,+1-885-287-5261x734,Chartered legal executive (England and Wales),6,197.17,1,0,Urban,0,Phone,No Offer,0.7139344223011059
Megan Lewis,943 Kelly Skyway,West Lisa,65393,+1-188-687-5424,"Engineer, civil (contracting)",10,30.97,0,1,Rural,0,Phone,Discount,0.4890628794405269
Angela Williams,95486 Page Park Suite 370,Nancyberg,54554,861-581-9475x5480,Armed forces logistics/support/administrative officer,3,47.69,1,0,Urban,1,Phone,Buy One Get One,0.14577987365085798
Anthony Bryan,848 Joseph Ports Apt. 755,Brianmouth,18123,502.453.4774,Academic librarian,9,29.99,1,0,Surburban,1,Phone,No Offer,1.3165015034667078
Aaron Blevins,064 Kimberly Alley,North Jason,60363,073-419-8156x69733,"Accountant, chartered management",8,267.25,0,1,Surburban,0,Phone,Discount,0.3638630660004617
Logan Ingram,86811 Anthony Rapid Suite 424,Gabriellemouth,7797,306.794.7843x891,Architect,9,70.73,1,0,Surburban,1,Phone,No Offer,0.6125716451782692
David Steele,74436 Woods Square,Lindaview,80015,464.372.1005,Chief Executive Officer,4,53.81,0,1,Surburban,1,Phone,No Offer,0.6554375228099001
Aaron Hines,95294 Diaz Mountains Apt. 453,New Tonyfort,37524,(317)320-8846,Clinical cytogeneticist,4,29.99,0,1,Urban,0,Web,No Offer,0.7456463956045363
Steven Sanchez,786 Richards Manor,East Ericborough,76519,001-404-386-5590x82294,Medical secretary,2,48.72,0,1,Rural,1,Web,No Offer,0.9248881660811764
Darrell Davis,53538 Stephen Loop,Samuelhaven,16619,+1-209-915-0626x0284,"Therapist, drama",3,72.87,0,1,Surburban,0,Phone,No Offer,0.4976741544515532
Melissa Thompson,664 Daniel Prairie Apt. 393,Port Jeffery,64605,(407)381-2180,"Engineer, structural",3,275.83,0,1,Surburban,0,Web,Discount,0.6266816698097111
Emily Lynch,378 David Isle,Lake Patricia,29159,(668)052-1187x309,Public house manager,10,399.28,1,0,Urban,0,Web,No Offer,1.280228328045233
Mrs. Jamie Ross,36647 Lynch Throughway Suite 639,Lake Kaitlynmouth,88631,023-084-6133x28376,Clinical molecular geneticist,3,29.99,1,0,Urban,1,Phone,No Offer,1.4772302422241053
Shawn Washington,736 Julia Parkways Suite 545,Port Cindy,71922,+1-686-262-6522x07877,Engineering geologist,10,261.43,0,1,Surburban,1,Web,Discount,0.6603294099663741
Taylor Martin,761 Jordan Prairie Suite 042,Lake Debra,3500,(038)185-4026x02987,Health promotion specialist,2,1078.44,0,1,Urban,1,Web,Discount,0.9044723450441998
Jonathan Lewis,92000 Hayes Village Apt. 308,Lake Heatherfort,65677,840.648.6152,Arts administrator,10,29.99,0,1,Rural,1,Web,No Offer,0.8127006594934363
Dr. Timothy Gregory DDS,091 Corey Park Apt. 667,East John,44538,+1-404-739-0883x41794,"Education officer, museum",9,29.99,1,0,Rural,0,Web,Discount,2.0702973278532184
Deborah Miller,1121 Smith Drive,North Russell,93516,(040)449-6208x131,"Engineer, aeronautical",4,81.31,0,1,Rural,1,Phone,Discount,1.284302692448493
Cynthia Whitaker,7321 Rachel Knoll,Huynhfurt,93474,+1-978-606-2560x91553,Fish farm manager,2,93.55,0,1,Surburban,1,Web,No Offer,0.8293188088044383
Jorge Brooks,891 Eric Inlet Suite 894,Smithmouth,44564,+1-253-750-4440x8786,Theatre stage manager,5,42.51,0,1,Surburban,1,Web,Discount,1.4232179880568054
