name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,score
Abigail Gallagher,86285 Roy Falls Apt. 958,South Thomasmouth,22147,671.251.6256x4507,Printmaker,12,29.99,0,1,Rural,0,Web,Discount,1.6344902615896195
Elizabeth Myers,69894 Collins Street,East Ashleyfurt,93682,189-618-4374x613,Publishing copy,2,880.88,1,1,Urban,1,Multichannel,Discount,2.1817640288647366
Robert Cohen,18286 Calvin Highway,East Troymouth,2087,835-592-7574,Geochemist,9,228.01,1,1,Surburban,1,Multichannel,Buy One Get One,1.5715290309799843
Jamie Wilson,76169 Green Glens,Danielmouth,63115,(421)435-5553,Conference centre manager,6,1319.23,1,1,Urban,1,Web,Discount,1.0840844677971415
Nancy Mclaughlin,468 Scott Cliffs Apt. 685,Paulton,22897,001-871-445-7455,Cartographer,1,284.71,0,1,Surburban,0,Phone,Discount,1.2923066823915643
David Becker,6097 Penny Grove,Huntburgh,88156,001-747-048-9633,Air broker,11,163.91,0,1,Urban,0,Phone,No Offer,1.1526342108889605
Steven Nguyen,8003 Roman Street,South Annville,79807,798.810.0088,Insurance underwriter,1,547.69,1,1,Rural,1,Multichannel,No Offer,2.0152455405708665
Mary Brown,8231 Gutierrez Meadow Apt. 420,Michelleton,3412,001-057-176-7391x430,Diagnostic radiographer,3,565.68,1,0,Urban,1,Web,Discount,1.0177537612536762
Gabriel Meyer,57604 Jamie Village,North Raymond,43274,+1-373-972-6886x448,"Merchandiser, retail",2,150.4,0,1,Urban,0,Phone,No Offer,1.1382050607437872
Eric Wilcox,279 Michael Oval Apt. 956,Lake Jessicaberg,26346,5904777714,Solicitor,1,982.19,1,1,Urban,1,Multichannel,No Offer,1.3472324326221032
Richard Briggs,673 Rachel Valleys,Port Sharon,43794,993-807-9378,Quarry manager,2,345.74,1,1,Surburban,1,Web,Discount,0.3017611529236504
Tiffany Woodard,153 Hill Extension Suite 326,Lake Kathryn,93757,2680693835,Fisheries officer,7,172.19,1,0,Surburban,0,Web,Discount,0.19388771569653016
Crystal Bennett,729 Joshua Highway,Clarkborough,6054,0904926735,Midwife,2,373.75,1,0,Urban,0,Multichannel,No Offer,1.7056127265533667
Charles Harris,4283 Smith Village,Davidshire,6948,001-521-998-0791x35159,Nutritional therapist,4,60.51,1,0,Surburban,1,Web,Buy One Get One,0.8631202975122431
Elizabeth Gardner,0824 Jones Parkways,Laurentown,28187,001-992-144-3131x309,Advertising account planner,1,201.28,0,1,Surburban,1,Web,Discount,0.5590326842663771
Ian Meyers,4327 Potts Junction Apt. 880,South Charlesfort,97850,222-091-4670,Warehouse manager,5,355.62,0,1,Urban,0,Web,Buy One Get One,1.3532618109750063
Mikayla Hart,1044 Young Brooks,North Aaron,26580,801.209.2526x154,Special effects artist,9,260.37,1,0,Rural,1,Web,No Offer,0.6636022368855885
Kevin Robinson,20412 Ruth Rest,East Jonathan,91479,+1-748-015-0467x308,Chiropodist,1,206.07,0,1,Urban,1,Web,Buy One Get One,0.9185454491470094
Sonia Valdez,028 Steve Summit Apt. 141,West Sarahchester,39434,226-954-6545x55659,Commercial/residential surveyor,8,251.81,0,1,Urban,0,Multichannel,Buy One Get One,1.0039887782082892
Anthony Santiago,7409 Hernandez Prairie,Steveside,4459,001-769-848-0297x463,Public house manager,1,135.01,1,0,Rural,0,Web,Buy One Get One,0.88177463855739
Zachary Lynn,753 Ronald Spurs Apt. 104,Manningshire,64176,+1-482-588-0287x85070,Theatre director,2,29.99,0,1,Surburban,1,Phone,Discount,1.4384517380466195
Maria Henry,896 Courtney Crossing,Martinton,39557,823.071.0275,Economist,10,45.07,1,0,Urban,1,Phone,Buy One Get One,1.0420034303543302
Katrina Miller,68378 Robert Loop Apt. 730,South Johnview,72662,787.764.3673,Education administrator,3,182.42,1,0,Surburban,1,Phone,Buy One Get One,0.7811978574933764
Eric Jones,57023 Amanda Station Suite 602,Michaelland,6776,916-237-2309,Air broker,10,66.66,0,1,Surburban,0,Web,Buy One Get One,-0.08948791248510157
Amanda Love,13758 Jeffrey Locks,Lake Lauramouth,27157,+1-090-827-4121x793,Multimedia programmer,1,257.84,1,0,Surburban,0,Web,Discount,0.936426403985227
Benjamin Mills,571 Mendoza Ridge Apt. 808,Reyeschester,73443,787.543.8538,"Designer, interior/spatial",7,29.99,0,1,Rural,0,Web,Buy One Get One,0.4676737716884004
Marilyn Cruz,59092 Hayes Crossing Apt. 014,New Sandyborough,17712,604-584-8990,"Accountant, chartered certified",10,29.99,0,1,Urban,1,Phone,Buy One Get One,1.111621060541213
Matthew Holland Jr.,150 Roth Fields Suite 852,Tamarafort,1754,996-581-6279,"Psychotherapist, dance movement",10,267.26,0,1,Urban,0,Phone,Discount,0.5390701437822123
Robin Cochran,98646 Julie Field,Port Brandyview,41669,136-951-1115x9685,Manufacturing systems engineer,3,170.92,0,1,Urban,0,Web,Discount,0.5388516824888014
Dorothy Daniel,88449 Sullivan Bypass Apt. 868,Reyesburgh,21251,895-721-1682,Television production assistant,9,29.99,1,0,Urban,1,Web,No Offer,0.9604429564103288
Tiffany Villa,95933 Guerrero Unions Suite 738,Manningfurt,72432,001-048-588-1281x6652,Fisheries officer,4,29.99,1,0,Urban,0,Web,Buy One Get One,1.0592204494217812
Wendy Harris,7797 Michael Orchard Suite 749,Palmerfort,54814,290-081-4617x8659,Financial manager,4,31.36,1,0,Urban,0,Phone,Discount,0.2738861870649282
David Phillips,6979 Natasha Park,Lake Joseph,58224,001-236-164-0343,Claims inspector/assessor,9,29.99,0,1,Surburban,1,Web,Discount,1.6268696874809616
Anthony Johnson,035 Phillip Pass Suite 332,Stephenport,27779,913.703.0456x3834,"Pilot, airline",5,29.99,0,1,Surburban,1,Phone,Discount,1.2000502478051658
Diane Sanchez,178 Michele Road,East Sophiastad,59920,281.954.4032x29638,Mental health nurse,10,29.99,1,0,Surburban,1,Web,Buy One Get One,1.1830596077281486
Jessica Kelly,5116 Gerald Via,South Katieland,46745,+1-491-620-8799,Magazine journalist,2,489.63,0,1,Rural,0,Web,Discount,0.5288728724602203
Matthew Hawkins,711 Leslie Expressway,South Kristenfurt,96260,098-015-5714x7393,Data processing manager,10,151.75,0,1,Urban,1,Phone,Buy One Get One,0.5537102306320132
Jacqueline Sanders,19440 Huang Lodge Suite 651,Jesusstad,20765,4622934866,Data processing manager,3,418.44,1,1,Surburban,1,Phone,Buy One Get One,2.0000715939357696
Robert Green,73742 Christina Heights,Lopezmouth,88522,546-247-7604x525,Commercial/residential surveyor,10,342.36,0,1,Surburban,0,Phone,Discount,0.9254292295369988
Victoria Roberts,52603 Sims Falls,Wilcoxhaven,38859,(385)098-7651x697,Architectural technologist,10,58.73,0,1,Urban,1,Phone,Discount,0.7249041002433247
James Keith,111 Decker Lock Apt. 453,Lake Sandraton,29428,001-058-310-1931x469,"Conservator, museum/gallery",5,81.27,0,1,Surburban,0,Phone,Buy One Get One,0.4309833365586223
Christina Best,421 Holden Garden Suite 909,West Michelle,98210,001-166-914-5242x691,Academic librarian,10,417.29,0,1,Surburban,1,Multichannel,No Offer,1.03185529152701
Richard Garcia,7838 Nathan Crossroad,New Anthony,64534,159.015.5300,Research scientist (physical sciences),5,120.71,0,1,Surburban,1,Phone,Discount,0.3167983363008189
Kevin Fernandez,69912 Joseph Mountains,East Ryan,79592,149-284-5755x1227,"Scientist, clinical (histocompatibility and immunogenetics)",2,590.19,0,1,Urban,1,Multichannel,Buy One Get One,1.5153261262516766
Paige Stone,98433 Matthew Springs,New Lancebury,16150,(527)155-8596,Mudlogger,11,29.99,1,0,Urban,0,Web,Discount,1.5519747056355788
Connor Hammond,591 Adam Centers,Matthewport,88090,+1-111-176-4294x488,"Buyer, industrial",1,851.87,1,1,Surburban,1,Phone,Discount,2.682417586736816
Anthony Pearson,1625 Bell Springs Suite 995,Shieldsport,25582,001-306-440-7932x19635,Purchasing manager,12,85.87,0,1,Surburban,1,Web,Buy One Get One,0.9644887233123628
Charles Oconnor,520 Robinson Heights Suite 798,East Lisaport,18186,558.214.7180,"Buyer, retail",6,119.54,1,0,Rural,0,Web,Buy One Get One,0.4556700553000334
Jessica Archer,34545 Natalie Trafficway Apt. 338,Butlerside,53552,968.299.0974x505,"Optician, dispensing",10,65.07,1,0,Urban,1,Phone,No Offer,1.2103082255980913
Gregory Johnson,6029 Buck Locks Suite 381,Gardnermouth,76948,(374)272-8737x6584,Corporate treasurer,10,44.66,1,0,Surburban,0,Phone,Buy One Get One,1.5238705198542002
Tina Brewer,311 Edwards Burgs Apt. 226,North Rhondahaven,74995,+1-841-705-1104x96877,Speech and language therapist,10,168.14,1,0,Urban,1,Web,Discount,0.451139092163953
Patricia Thompson,5131 Stevens Orchard,Jamesport,58858,734.435.0003x99387,Medical technical officer,11,62.86,1,0,Surburban,0,Phone,Buy One Get One,1.2377708089649162
Danny Murphy,122 Christopher Mountain Apt. 530,Parkerbury,67225,194.460.3049,Illustrator,1,1073.12,1,1,Surburban,1,Multichannel,Discount,2.0344486422273818
Jessica Carrillo,826 Stephen Ford Suite 713,Maryside,34776,4842611434,"Engineer, materials",3,110.42,1,0,Urban,0,Phone,Discount,0.9522810196815918
Ashley Glenn,321 Andrews Center Suite 342,Williamborough,46848,(708)684-3085x4777,Bookseller,7,189.35,1,0,Urban,0,Web,Buy One Get One,0.7462182865560859
Travis Mccarty,1607 Peter Village Suite 213,Dawsonmouth,5153,(163)800-3559x16429,Equities trader,1,29.99,0,1,Rural,1,Web,Buy One Get One,1.2843043677760908
Kendra Rhodes,585 Candace Harbor Suite 621,Carolland,74872,001-899-973-9141,Animal technologist,6,29.99,1,0,Urban,0,Web,Discount,1.4805519113206107
Billy Castillo,272 Spence Lodge Suite 875,Lake Chad,77938,548-703-1871x449,Pension scheme manager,3,416.72,0,1,Surburban,0,Multichannel,Buy One Get One,1.6588388163124392
Lisa Walker,5256 Anne Knolls,New Mirandamouth,7507,5980835681,Building services engineer,10,472.86,0,1,Surburban,0,Phone,No Offer,1.0492178048845922
James Schultz,569 Randall Trafficway Suite 301,South Jenniferfort,84123,001-951-614-9026x21729,Musician,5,652.91,0,1,Surburban,1,Multichannel,Discount,1.2414206892939903
Robin Carlson,723 Jeremy Dam Apt. 218,Port Katherine,40260,666-143-2831x6217,Higher education lecturer,5,103.69,1,0,Urban,1,Phone,Discount,1.1469448707630585
Caroline Robles,74536 Bruce Crossing,Smithview,15030,868.824.6052,Airline pilot,6,29.99,0,1,Urban,0,Web,Buy One Get One,1.240334181750292
Margaret Gonzalez,225 Mary Fort Suite 503,East Danielle,96125,875-228-8098x542,Private music teacher,1,151.12,0,1,Urban,1,Phone,Discount,2.5154383466390606
Craig Martinez,612 Ryan Lights,Geraldmouth,57122,(475)503-5291x3906,Exercise physiologist,1,29.99,0,1,Surburban,0,Web,Discount,0.8549670328371772
Amy Thomas,29169 Owen Passage,Lake Michaelburgh,30646,795-198-7536x325,Chief Operating Officer,7,154.86,0,1,Surburban,0,Web,Buy One Get One,1.4699307965363952
Anna Smith,204 Rubio Cape Suite 021,Danielstad,20502,712-201-3009x3427,Pensions consultant,9,105.27,1,0,Rural,0,Web,Discount,1.0456195462939
Brandon Boyer DVM,656 Jeffrey Skyway Apt. 212,Michaelmouth,84385,864-524-7908,Physiological scientist,12,29.99,1,0,Urban,1,Phone,Buy One Get One,0.4805829052345966
Sydney Rosario,669 Jeffrey Burgs,East Markmouth,9999,+1-253-640-9029,"Radiographer, diagnostic",9,189.58,1,0,Urban,1,Phone,No Offer,0.999721837445929
Amanda Bryant,16799 Michael Lake Apt. 223,West Johnburgh,69684,5401065809,Accommodation manager,5,107.35,1,0,Urban,1,Web,No Offer,1.300343852636129
Douglas Berg,147 Hayden Forks Apt. 859,Arnoldfurt,19569,+1-068-364-0953x53640,Midwife,11,207.3,1,0,Surburban,0,Web,No Offer,0.612302448925486
Riley Holt,6846 Gregory Neck Apt. 528,East Shannonville,69345,936-236-8136,Science writer,6,69.92,0,1,Surburban,0,Phone,Discount,1.2433280116666885
Robert Day,68763 Andrea Branch Apt. 423,East Valerieberg,38933,121.478.9413,Corporate treasurer,3,89.74,1,0,Surburban,0,Web,Buy One Get One,0.7916282078581479
Madison Price,814 Dawson Common Suite 572,Josephfurt,48419,(494)507-7437x2143,Dramatherapist,10,218.38,1,1,Surburban,0,Multichannel,No Offer,0.9313514518849698
Matthew Conley,8181 Frye Islands,Kimberlystad,16000,+1-774-380-7773x313,"Lecturer, higher education",3,387.97,0,1,Surburban,1,Web,Discount,0.7931843391376194
Kathleen Wells,3986 Tammy Club,Port Amberport,53994,904.543.9179x68444,Financial manager,10,116.87,1,0,Surburban,1,Web,Discount,1.0895933484407672
Martin Hudson,367 Bennett Island Apt. 272,Lake Joseph,22895,767-448-7810x9750,"Designer, multimedia",9,29.99,0,1,Urban,0,Web,Buy One Get One,1.372478329786007
Michelle Crawford,709 Spencer Way,Port Jennifer,73545,(307)124-0432x0561,Museum/gallery curator,9,278.15,0,1,Surburban,1,Phone,Buy One Get One,2.2576855077726705
Sharon Johnson,8038 Berry Estates Suite 622,Bradystad,86004,001-132-082-7360x11877,"Administrator, arts",1,225.35,1,0,Rural,0,Multichannel,No Offer,0.4451483775889671
Justin Zhang,0486 Vasquez Underpass Apt. 678,North Elizabeth,72474,+1-763-550-4405x649,Arboriculturist,7,1407.82,1,0,Urban,1,Web,No Offer,0.7532603640599019
Robert Davis,235 Perez Brook Apt. 403,Lake Roy,53037,(866)121-0888,Mudlogger,2,296.77,1,1,Surburban,1,Phone,No Offer,1.0761065429642096
Lisa Johnson,92894 David Crescent Suite 616,Amybury,58028,695-525-2823x2014,Charity officer,10,33.2,1,0,Rural,1,Web,No Offer,1.4541882412612641
Mrs. Kimberly Collins DDS,7289 Taylor Passage Suite 116,East Thomasstad,35887,2678172669,Product designer,3,64.31,0,1,Urban,0,Phone,No Offer,1.0751282337890782
Erin Johnston,321 Andrea Forge,West Karina,15616,624.005.0940,Adult guidance worker,7,29.99,0,1,Surburban,0,Phone,No Offer,0.8285818966929593
Lindsey Wise,89901 Kathy Tunnel,Lake Erik,54242,001-529-457-6725x311,"Geneticist, molecular",12,165.33,1,0,Urban,1,Phone,No Offer,0.267193572440776
Nicholas Lindsey,531 Glenn Street Suite 581,Bensonbury,15207,+1-797-950-5892,"Scientist, marine",10,178.69,0,1,Rural,0,Web,Discount,1.0817886087136863
Kelly Dickerson,886 Johnson Neck,Monicashire,21146,382.230.5837,Fine artist,2,29.99,1,0,Surburban,0,Phone,Buy One Get One,0.6291204940699537
Tyler Bennett,5822 Crawford Mountain,Holmesborough,67975,8998306029,Sales promotion account executive,1,163.6,0,1,Urban,0,Phone,Buy One Get One,0.7938436026020824
Jennifer Moore,553 Sarah Circle Apt. 406,West Kevin,22846,(662)461-8762,"Research officer, political party",3,219.63,0,1,Surburban,1,Phone,Buy One Get One,1.898608506466665
Kenneth Martinez,35306 John Squares,Smithberg,46642,+1-102-558-5087,"Engineer, electronics",9,289.79,0,1,Urban,1,Web,Buy One Get One,1.1770516309953662
Gerald Reynolds DDS,5185 Robert Road Suite 929,Jaredside,57944,(308)232-4770,"Teacher, early years/pre",1,370.44,1,0,Urban,1,Phone,Discount,1.1774810896640602
Jennifer Hood,430 Jasmine Islands Suite 808,Wellsberg,84575,(051)524-3492,Early years teacher,4,138.53,1,0,Urban,0,Phone,Discount,2.313883653287374
Susan Nichols,90308 Moore Parks Apt. 975,Port Kyle,17178,001-195-097-7082x26019,"Doctor, general practice",2,44.14,1,0,Urban,1,Web,Discount,0.3649649257516864
Samuel Zavala,408 Laura Mills,Whitneyport,9784,267-961-8120x12373,"Teacher, primary school",1,224.83,0,1,Surburban,1,Phone,No Offer,1.3563830041046545
Tiffany Moore,712 Smith Mount,Juliefurt,70710,001-795-042-8411x15768,"Programmer, systems",8,66.65,1,0,Urban,1,Web,Discount,1.5329230394778186
Michael Molina DDS,3746 Elliott Point Apt. 374,Port Bonnieport,67401,023-382-3572,Passenger transport manager,11,337.09,1,1,Urban,1,Multichannel,Buy One Get One,1.275861970515028
Nathaniel Suarez,06869 Fox Pass,Christown,55827,359-807-7766,Air cabin crew,5,177.51,0,1,Urban,1,Phone,Discount,1.4697498299265224
Christine Miller,697 Joseph Valley Apt. 547,Freemanbury,30697,504.216.4253,Aid worker,2,162.25,0,1,Rural,0,Phone,Buy One Get One,1.992576620564534
Joshua Woods,74154 Fox Crest,Alisonfurt,9797,(177)424-0611,Dance movement psychotherapist,1,461.44,1,0,Surburban,0,Phone,Buy One Get One,0.5139867795149196
Frank Smith,2205 Ruben Shoal Suite 555,Medinachester,62317,(468)990-4031x3845,Barrister's clerk,10,519.19,1,0,Surburban,1,Multichannel,Buy One Get One,1.7910425000209087
Aaron Williams,2202 Hanson Flat,Schultzmouth,45595,+1-110-723-4056x110,IT sales professional,1,240.93,0,1,Surburban,0,Phone,Buy One Get One,1.660856862341061
Michelle Deleon,38155 Patrick Park,North Sean,52132,526-183-0803x32923,"Designer, jewellery",12,29.99,1,0,Urban,0,Web,Buy One Get One,1.704511749743181
Todd Merritt,98660 Johnson Tunnel Apt. 849,East Candicefurt,57162,749.239.7051x8620,Sport and exercise psychologist,9,183.42,1,0,Surburban,1,Web,Buy One Get One,1.2955157557659176
Lisa Ortega,2442 Amanda Terrace,Lake Suzanneberg,89977,624.044.1881,Telecommunications researcher,7,99.55,0,1,Rural,0,Phone,Discount,1.8689260668557008
Jennifer Dominguez,0478 Victor Ways Apt. 525,Gileston,22196,001-996-380-9546x278,Tour manager,10,148.18,1,0,Rural,0,Web,Discount,1.1295153699330334
Charles Mcmahon MD,410 Johnson Cliffs Apt. 953,North Donald,71199,037.242.5514x6815,Engineering geologist,2,238.92,1,0,Urban,1,Web,No Offer,1.1890959181406338
Jared Vaughn,711 Edward Spring Suite 342,Brennanborough,69391,001-895-621-3799x644,"Development worker, international aid",6,55.79,0,1,Surburban,1,Phone,Discount,1.4269671605844976
Caleb Johnson,717 Maurice Orchard,Port Jennifer,90641,776.449.0932x08420,Investment analyst,10,186.2,0,1,Surburban,0,Web,No Offer,1.313965160218314
James Brown,42806 Mcdonald Drive Suite 309,Heatherfurt,26959,001-712-806-2619x1842,Gaffer,9,106.32,0,1,Rural,0,Web,No Offer,1.6797296879905548
Michael Maynard,93849 Kevin Port Apt. 817,East Jenniferton,95009,5295751981,Market researcher,9,155.17,1,0,Rural,1,Web,Discount,1.6789669476005529
Adam Bender,042 Jones Mountain Apt. 103,Curtisborough,98505,+1-388-573-9849x318,Physiological scientist,9,92.76,1,0,Surburban,1,Web,Buy One Get One,0.9472505258702512
Meagan Hammond,26659 Chelsea Ridge Apt. 833,West Markfurt,70786,+1-720-742-5985x2848,Site engineer,2,845.74,1,0,Surburban,1,Web,Buy One Get One,0.6827155900403681
David Miller,071 Robert Road Suite 455,West Ruthberg,75028,(987)824-0090x1298,Meteorologist,7,65.44,0,1,Surburban,1,Phone,No Offer,1.4642357953408416
Tyler Johnson,20733 James Crossroad Apt. 315,New Latoya,56443,(026)482-8996,"Teacher, English as a foreign language",3,216.21,1,0,Surburban,0,Web,Discount,1.314847098923882
Michael Garcia,3052 Megan Orchard,Trevinoburgh,87260,125-043-7025x90428,"Engineer, building services",9,219.44,0,1,Rural,0,Phone,No Offer,0.961862716451146
Christopher Watkins,8951 Julie Route,North Kaylaside,89376,+1-938-961-3315,Learning mentor,2,89.48,0,1,Rural,1,Phone,No Offer,1.7928385187200695
Donna Lowe,0889 Hartman Mountains Suite 678,Lisahaven,77834,728-384-5884x6060,Financial trader,11,164.8,1,0,Surburban,1,Phone,Buy One Get One,0.9799329195947118
Kimberly Smith,52904 Myers River,West Sarahside,82121,035.352.4222,Environmental consultant,9,284.8,1,0,Rural,0,Web,No Offer,0.5113509339699747
Monica Estrada,1662 Norman Viaduct Suite 612,Perkinsfort,85297,624-030-5255,"Engineer, maintenance",6,74.73,0,1,Rural,1,Web,No Offer,1.2567400069699104
Raymond Valdez,394 Maureen Center,Leemouth,67504,920.316.4927x96139,Cabin crew,6,205.21,1,1,Urban,0,Web,Discount,2.0416189647884733
Daniel Martinez,634 Sara Circles Suite 023,Hansenshire,73089,178.578.8726,Passenger transport manager,5,382.01,1,0,Urban,0,Phone,Discount,1.2876440058377303
Mrs. Jenna Carson,19504 Rebecca Cove,South Jonathan,73588,(621)286-2883x014,Interior and spatial designer,7,41.65,1,0,Rural,1,Phone,Discount,1.5001406832131594
William Martinez,3871 Nunez Plaza,Smithhaven,25226,660-805-8739x948,Astronomer,1,1073.74,1,1,Urban,1,Multichannel,No Offer,0.8662085983812671
Diana Hurst,9722 Lopez Haven,Carlsonshire,72959,001-190-515-6330x46800,Pathologist,9,353.18,1,1,Urban,1,Phone,Buy One Get One,0.3585433769851777
Kathryn Taylor,794 Smith Hollow Apt. 760,Bishopbury,30449,583-962-5165,Technical brewer,12,225.97,1,0,Surburban,0,Phone,Discount,0.7254484931850791
Hannah Harvey,46025 Gonzales Mews,Lake Kimberly,7337,992.310.4637x40224,Historic buildings inspector/conservation officer,2,260.81,1,0,Surburban,0,Web,Buy One Get One,1.4243075803468754
Kristi Holden,3242 Herman Shores,Lake Joel,66984,841.993.6214,Careers adviser,10,231.05,0,1,Surburban,0,Multichannel,Discount,1.6029937292642382
Kristin Wright,6519 Tricia Islands,East Katelyntown,59539,523.710.1621x08721,"Psychologist, forensic",8,349.39,1,0,Surburban,0,Phone,No Offer,1.4726352246060146
Audrey Duncan,61058 Marshall Gardens Suite 975,Lake Patrick,1652,929.138.4682x53552,"Scientist, product/process development",3,529.51,0,1,Urban,1,Web,No Offer,0.482953303805067
Robert Lewis,375 Potts Landing Suite 314,Robbinsside,97809,001-129-084-1782x9256,Education administrator,10,53.58,1,0,Urban,0,Phone,Discount,2.3475659590672184
Donna Galloway,48967 White Summit Suite 729,Robinside,53567,119-400-6609,"Therapist, sports",9,58.44,1,0,Rural,0,Phone,Buy One Get One,0.7761567226608131
Sheila Kelly,7271 Jessica Circle Suite 059,Beanshire,86320,6921549508,Microbiologist,5,187.7,0,1,Surburban,0,Phone,Discount,1.6685846019529609
Jorge White,78657 Nichols Crossing,Sellersstad,84824,(059)054-2008x1507,Data processing manager,8,188.27,0,1,Rural,0,Phone,Discount,2.253665603069356
Emily Watkins,5992 Michelle Club,Youngberg,15232,785.844.4322,Warden/ranger,1,147.92,1,0,Surburban,0,Phone,Buy One Get One,0.7661586939796362
Jeremy Fischer,2464 Bryant Parkway Suite 341,Phillipsside,99608,001-962-765-7896,Holiday representative,4,471.5,0,1,Rural,0,Web,No Offer,0.8086645875490116
Steven Hill,7234 Jacob Summit,Marchaven,43270,+1-364-665-7205x107,Ecologist,9,61.19,1,0,Surburban,1,Web,Buy One Get One,0.49304768007815103
Taylor Blair,913 Lee Loaf Apt. 893,Austinbury,67911,175-217-8916x729,Psychiatric nurse,3,290.5,0,1,Rural,0,Web,No Offer,2.2687037053461268
Ashley Brown,257 Cantu Spur,South Amy,44746,325.466.3977x42427,Minerals surveyor,1,245.7,1,1,Rural,0,Phone,Discount,1.8199275043651184
Laura Stuart,59571 Heidi Turnpike,Scottfurt,13109,797-578-2973x20694,Hydrologist,3,162.36,0,1,Urban,0,Phone,No Offer,1.3351568867299881
Cynthia Gonzalez,761 Jacob Circles,Ballberg,99621,(103)395-0443x515,"Programmer, multimedia",9,552.46,1,0,Surburban,1,Multichannel,No Offer,1.4153564059270367
Sean Trevino,58555 Darlene Trafficway,Lake Brenda,93218,975-800-0981x155,Counselling psychologist,8,374.1,0,1,Urban,1,Phone,Buy One Get One,1.624475689011306
Brenda Robertson,74840 Kimberly Villages,South Ricardo,28057,001-223-253-3015x1159,Commissioning editor,1,145.57,0,1,Urban,0,Phone,Buy One Get One,1.099743485020095
Todd Ruiz,82126 Brenda Burgs,New Jessicashire,682,5935710894,Armed forces training and education officer,3,132.67,0,1,Urban,1,Web,Discount,1.6992064286742086
Chad Ramos,0127 Barton Street,Clintonstad,27296,001-319-486-8398,Community arts worker,7,205.96,1,0,Urban,0,Phone,Buy One Get One,1.5166640094515058
Matthew Olson,9491 Munoz Prairie,South Rodneymouth,6112,(544)425-5703x801,Retail manager,1,353.89,0,1,Surburban,0,Phone,Discount,0.520170994914418
Scott Mack,185 Adrian Street,East Ashley,92340,145-114-0493,Civil Service administrator,3,344.69,1,0,Surburban,0,Web,Discount,0.9343501389284212
David Boyd,915 Massey Lights Suite 145,North Anashire,89551,(665)991-5885x07783,Medical sales representative,7,59.0,0,1,Rural,1,Web,No Offer,1.0534678785027878
Michelle Johnson,64502 Johnson Turnpike Suite 032,Carlybury,47322,754.622.1368,Ranger/warden,10,218.91,0,1,Surburban,1,Phone,Buy One Get One,0.9784169607155316
Colton Harris,88323 William Estates Apt. 207,East Johnview,94850,2017492017,Exhibition designer,1,142.0,1,0,Surburban,1,Phone,Discount,2.052850457351004
Kathryn Chan,31845 Stephanie Lights Apt. 516,New Veronicahaven,62934,+1-302-309-8720x38129,Chief Financial Officer,4,80.21,1,0,Surburban,0,Phone,No Offer,0.7091023393595687
Jerome Hanson,62371 Mark Light Apt. 448,South Sean,42922,(368)548-3456x284,"Therapist, art",1,555.98,1,0,Surburban,1,Web,Buy One Get One,0.979265349934736
Joseph Johnson,658 Christopher Crossroad Apt. 374,Port Gary,91597,(168)560-3982x8050,"Psychologist, clinical",3,354.45,1,0,Urban,0,Multichannel,Buy One Get One,1.3233477459583165
Travis Dean,2332 Cohen Brook,Changchester,89719,(371)049-5276x934,"Nurse, learning disability",4,123.4,0,1,Urban,0,Phone,No Offer,0.6201918657267678
Christopher Khan,4280 Myers Throughway,Michaelview,66568,555-315-1681x974,Midwife,10,56.24,0,1,Surburban,0,Phone,Discount,2.215720741728648
Andrew Davis,0620 Paula Bridge Suite 235,Vasquezfurt,58356,001-517-246-8399x2632,Agricultural consultant,5,451.58,1,1,Surburban,1,Multichannel,Discount,0.6728041244466814
Timothy Cox,10827 David Groves,North Nancyfurt,47920,760-220-2513,Barrister's clerk,10,564.62,1,0,Rural,1,Multichannel,Discount,2.439431731478696
Patrick Martin,604 Shari Pines Apt. 216,Carriebury,19993,001-885-075-7780x04402,"Engineer, communications",10,29.99,0,1,Urban,0,Web,Buy One Get One,0.9149376954367272
Misty Ramirez,130 Edward Fork,Michaelmouth,85594,6121718656,Clothing/textile technologist,10,29.99,0,1,Surburban,0,Web,Buy One Get One,1.3053641171350017
Lisa Robinson,5655 Estrada Turnpike,Tracytown,98227,(622)790-9211,Art gallery manager,1,332.7,1,1,Rural,0,Multichannel,Buy One Get One,1.587636795201634
Kenneth Simpson,32073 Maddox Plains Suite 761,South Adam,44770,418-915-5214,Nature conservation officer,9,205.33,1,0,Surburban,1,Multichannel,Discount,0.8218789493575402
Stephanie Howell,842 David Street,Dominguezstad,69693,844.943.8330x0825,Forest/woodland manager,5,221.87,1,1,Surburban,0,Phone,Buy One Get One,1.2238089294808188
Jennifer Jackson,2836 Fernandez Way,North Elizabethborough,75880,+1-766-739-5712,"Engineer, manufacturing",1,406.29,0,1,Urban,1,Web,Discount,1.824851728711878
Michele Chapman,45458 Martinez Creek,East Christinamouth,76748,+1-689-436-0212x0385,Technical brewer,2,328.08,1,0,Surburban,0,Web,Buy One Get One,1.4632019125557547
Troy Hensley,7503 Stevens Ranch,Baileyview,89764,020-550-1766,"Designer, jewellery",12,29.99,0,1,Surburban,1,Phone,Buy One Get One,1.166196730210237
Kimberly Johnson,086 Mark Manors Suite 146,Lake Warren,74525,007.575.2033x6187,Counselling psychologist,9,396.9,1,0,Urban,1,Multichannel,Buy One Get One,0.9237227732615136
