name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,score
Joshua Rose,9050 Nicholas Light,North Larry,63231,387-818-5240,Acupuncturist,2,159.97,0,1,Urban,1,Phone,Discount,0.576967287165183
Angela Long,678 Rebecca Harbors,Melissaland,37721,001-866-585-0245x58259,Trading standards officer,8,113.53,0,1,Surburban,0,Web,No Offer,0.7736243277090812
Kyle Berger,68104 Gonzalez Tunnel,North Joshua,28579,+1-961-251-3739x58398,"Teacher, primary school",11,149.71,1,0,Surburban,1,Phone,Discount,1.431817203093614
Michael Trevino,419 Jeanette Ferry,South Jamesmouth,17823,632.433.3340x3790,Cytogeneticist,2,167.25,0,1,Surburban,0,Phone,Discount,2.1091751612613203
John Johnson,73511 David View Suite 648,Nicolebury,8307,(071)237-1972,"Therapist, nutritional",10,89.24,1,0,Urban,0,Web,Discount,1.5634439516493095
Michael Wilson,18386 Patricia Club,North Amyburgh,88116,(489)726-1927x8928,Advertising art director,3,1003.39,1,1,Surburban,1,Phone,Buy One Get One,1.1228133727023026
Emily Decker,66835 Kristy Manor,Port Leonard,64056,(631)567-8164,"Exhibitions officer, museum/gallery",2,29.99,1,0,Urban,0,Phone,No Offer,0.7195678654187705
William Morse,755 Cowan Common Apt. 040,Lisabury,15354,118.596.5124x97370,Sports administrator,3,29.99,0,1,Urban,0,Web,No Offer,1.1048015218531917
Rebecca Weaver,88669 Vanessa Port Apt. 806,North Elizabeth,9696,(325)623-4669x2088,Dance movement psychotherapist,3,340.17,1,0,Surburban,0,Phone,Buy One Get One,1.3218406766318465
Brian Ramos,83819 Serrano Ridges Apt. 002,East Tabitha,87055,+1-417-590-2767x744,"Geologist, wellsite",10,42.01,1,0,Surburban,0,Phone,Discount,0.3338237719043545
Rhonda Perez,720 James Orchard Apt. 576,East Jadeland,5083,346-794-4788x3351,Stage manager,3,474.73,1,0,Urban,0,Phone,Buy One Get One,1.1221944174933696
John York,5155 Johnson Park Suite 847,Madisonmouth,22675,(882)633-3659x271,Firefighter,2,29.99,0,1,Surburban,1,Phone,No Offer,0.9511818156840296
Amber Garcia,6599 Fleming Divide,Lake Tammy,51852,(882)019-7397,Consulting civil engineer,1,1465.8,1,1,Surburban,1,Web,Discount,2.2361957337359493
Richard Lam,67962 Joseph Meadows Apt. 643,South Kellyview,13913,001-290-964-8526,Water quality scientist,3,219.88,0,1,Rural,1,Phone,Buy One Get One,1.024912355147823
Kristin Hughes,799 Perkins Station Apt. 897,Davidhaven,26649,393-160-3532,Musician,2,29.99,0,1,Urban,0,Web,Buy One Get One,2.1283873746494626
Scott Finley,4684 Mary Manor,Leestad,67674,564.916.0470x240,"Designer, fashion/clothing",7,255.01,1,0,Rural,1,Web,Discount,1.358957680155264
Michelle Roberts,209 Thompson Pike Suite 608,Scottstad,88685,+1-208-174-8973x3397,Nature conservation officer,3,709.57,1,0,Surburban,1,Web,Buy One Get One,0.9569093436943621
Anthony Harvey,06174 Bauer Points Apt. 394,Sharpburgh,73477,001-303-535-4794,Chief Financial Officer,9,42.1,1,0,Surburban,1,Web,Discount,0.9024718451433408
Nichole Macdonald,17350 Wright Ports Apt. 827,Randolphbury,26626,863-674-6190,"Teacher, special educational needs",2,886.51,0,1,Urban,1,Phone,No Offer,1.1248376065977796
Christopher Perez,6679 Zachary Inlet Apt. 809,North Michaelfort,56437,(653)279-7313x16223,Microbiologist,2,1189.46,1,1,Surburban,1,Web,No Offer,1.0033126129666747
Shannon Morris,5955 Kathryn Mountain,West Cynthia,45083,4864166747,"Producer, television/film/video",10,144.88,1,0,Surburban,0,Phone,No Offer,1.198148607451866
Laura French,41878 Sparks Ville,Josephton,11692,(012)795-0243x6413,Chief Technology Officer,1,159.54,0,1,Urban,1,Phone,Discount,1.0502119397600007
William Allen,769 Connie Curve,Aguilarview,88772,002-996-7146x04327,"Engineer, civil (contracting)",8,121.66,1,0,Urban,0,Phone,Buy One Get One,1.3253224817223337
Aaron Beasley,17607 Fields Forge Apt. 762,New David,71264,465.270.0648,Transport planner,10,29.99,1,0,Urban,0,Web,No Offer,1.0694555221206905
Keith Fitzgerald,2197 Andrew Flats Suite 723,Mendozachester,14326,(511)712-4308x496,"Administrator, education",6,264.26,1,0,Urban,1,Web,Buy One Get One,1.219502522333585
Carlos Harvey,56626 Sanchez River,West Jacqueline,14305,1441020444,Special effects artist,1,168.57,0,1,Surburban,0,Phone,Buy One Get One,1.4800349300313052
Glenn Powell,160 Davis Ridges,North Jeffreyview,43352,442-619-7953,"Psychologist, counselling",2,365.75,1,1,Urban,0,Multichannel,Buy One Get One,2.302570076866201
Laura Sanders,1984 Smith Light Apt. 464,Russellchester,81068,+1-499-816-7590x7306,Data scientist,10,60.9,1,0,Urban,0,Web,Discount,1.5926568359953612
Cynthia Lam,4417 Amanda Street,North Tabitha,26571,786-402-9527x3385,Immunologist,2,29.99,0,1,Urban,0,Web,No Offer,0.7549216763601126
Kevin James,49695 Karen Mountain Suite 391,New Saratown,64543,+1-441-222-9563x6507,"Horticulturist, commercial",10,29.99,1,0,Surburban,0,Phone,No Offer,0.3040872816020962
Amy Taylor,2051 Deborah Island Suite 381,West Steven,10337,(610)370-1671x5166,"Engineer, control and instrumentation",3,362.48,0,1,Surburban,0,Phone,No Offer,1.5028023501603054
Daniel Wilkerson,33934 Brett Common,Eileenbury,63168,+1-737-331-5399x2542,"Lecturer, further education",11,213.31,1,0,Surburban,0,Web,Discount,0.7813671726067161
Michael Harris,43684 Dalton Vista,Port Stevenstad,30283,573-866-2328,Commercial/residential surveyor,6,279.8,0,1,Surburban,1,Phone,No Offer,1.1017894922822116
Holly Williams,22998 Garcia Neck Suite 902,Margaretfort,96423,948-786-0394x1470,"Scientist, forensic",2,361.84,0,1,Rural,0,Multichannel,No Offer,2.3473437063269253
Joseph Miranda,311 Heather Underpass,Tanyaview,68572,+1-233-642-5462x19789,Materials engineer,4,29.99,1,0,Urban,1,Phone,No Offer,1.270312488078624
Mrs. Carol Hunt,7606 Johns Lights Apt. 312,Ericfurt,88162,+1-808-055-5421x15859,Technical sales engineer,1,1110.09,1,0,Rural,1,Web,Discount,0.40289950906965377
Jill Matthews,97045 Erin Villages,North Raymond,75476,1890916269,"Nurse, adult",7,447.84,1,0,Urban,0,Phone,Discount,1.5605427060166064
Deborah Foster,87515 Olivia Mill,New Michaelmouth,31349,325-239-7645,Customer service manager,7,550.23,1,0,Urban,1,Multichannel,Discount,1.4734461001006764
Donna Jordan,2214 Vega Lights,Fullerland,90738,449.550.5294,"Accountant, chartered public finance",5,242.34,1,0,Urban,1,Phone,Buy One Get One,0.9109369907914716
Paul Pacheco,56418 Oconnor Creek Suite 607,North Laura,32539,625-224-2951,Acupuncturist,2,756.88,1,1,Urban,1,Phone,No Offer,2.349207916515724
Ryan Trujillo,052 Moore Trafficway,Port William,42268,774.744.6732,Community education officer,6,256.95,1,0,Surburban,0,Web,Discount,2.472703649413208
Michael Miller,552 Kimberly Rapid Suite 450,Obrienville,73687,(247)626-1137x843,"Scientist, clinical (histocompatibility and immunogenetics)",9,137.92,1,0,Urban,0,Phone,Discount,1.386408722994933
Kimberly Robinson,1256 Smith Forest,Allenbury,5032,829-666-8332,Careers adviser,4,183.2,0,1,Rural,1,Phone,Buy One Get One,1.4732276520542424
Anthony Burnett,8021 Joshua Views,New Oliviatown,66496,(968)304-0205,Translator,12,54.93,0,1,Urban,0,Phone,No Offer,0.6603536929934738
Becky Hughes,29247 Rivera Brooks,Curtishaven,40333,+1-298-910-1079x3063,"Engineer, automotive",9,251.82,1,1,Surburban,0,Phone,Buy One Get One,0.9731947381226472
Samantha Williams,102 Huff Cape Apt. 323,Joshuaport,15325,+1-469-055-6204x66799,Public relations officer,1,29.99,0,1,Surburban,1,Phone,No Offer,1.318710317061316
Nancy Howard,3036 Chen View Suite 311,Port Katie,20986,+1-371-368-1896x37190,Further education lecturer,3,156.32,1,0,Surburban,0,Web,Buy One Get One,1.064192153375676
Mr. James Nelson,90616 Ryan Burgs,West Karenport,58054,(271)605-5052,Advertising account planner,1,1340.41,1,1,Urban,1,Web,Buy One Get One,1.956341507851148
Devon Rice,253 Franklin Hill,North Josephview,2367,8097385372,Agricultural consultant,5,53.7,0,1,Urban,0,Web,Buy One Get One,1.6138169745561242
Shirley Kirk,03744 Cynthia Roads,Kimberlyfort,96995,839.127.3486,"Accountant, chartered",2,139.49,0,1,Surburban,0,Web,Buy One Get One,2.6136371907683364
Troy Garcia,3594 Matthew Parks,Aaronland,22184,928.761.0146,Surgeon,9,29.99,1,0,Surburban,1,Web,No Offer,1.2772157239908577
Kayla Baker,61362 Cody Views Apt. 734,West Jodimouth,91510,051.926.6037,"Production assistant, television",4,119.59,0,1,Surburban,0,Web,Discount,1.8145111945569599
Debbie Avila,6777 Ellen Trail Apt. 766,Derekton,76705,542-043-3182x8914,"Engineer, production",4,29.99,1,0,Surburban,1,Phone,Discount,1.933445957608305
Jill Jarvis,251 Tammy Islands,Jonathanchester,82346,001-336-728-5406x6428,Clinical psychologist,1,29.99,1,0,Urban,0,Phone,Buy One Get One,2.0331364575717257
Richard Thomas,113 Bailey Pine Apt. 251,Morganville,48384,(825)417-0870x0144,Management consultant,2,194.63,0,1,Surburban,0,Phone,No Offer,0.2207547455128287
Jonathan Mosley,12359 David Islands,Heathermouth,63589,5629369268,Aeronautical engineer,12,74.82,1,0,Urban,0,Phone,No Offer,1.341980790347116
Alexandra Long,99856 Lee Roads Suite 444,West Carrie,77670,4755826286,"Civil engineer, consulting",5,89.38,1,0,Surburban,1,Web,Discount,0.4052991012520952
Amy Huber,1577 Sally Meadow Apt. 080,New Keithtown,98581,745.317.5782x90882,Learning disability nurse,2,636.05,1,1,Surburban,1,Web,Discount,2.4299498955450094
Nicolas Sampson,383 Williams Shoal,South Lisatown,80908,(796)794-3707,Administrator,8,230.64,1,1,Urban,1,Web,No Offer,0.7747419360896152
Tanya Shelton,6325 Simon Gardens Suite 216,South Stacyview,59529,(612)567-9327x47770,Fitness centre manager,6,470.52,0,1,Urban,0,Phone,Buy One Get One,0.5548648201366262
Brendan Goodman,4906 Regina Cape,New Jamestown,48121,479.187.2417x224,Furniture conservator/restorer,7,174.12,0,1,Surburban,0,Web,Discount,0.9606145274065222
Jacob Moore,1499 Perez Loop Apt. 292,Cruzberg,18103,(106)183-2647x73623,Health physicist,10,402.51,1,0,Urban,0,Multichannel,Discount,1.6275900234969345
John Harris,32669 Coffey Square,Philipton,23458,(647)719-1307x16463,Occupational therapist,2,351.91,1,0,Surburban,0,Phone,Buy One Get One,1.5719899477602015
Rebecca Hunt,1526 Taylor Crescent,Lake Jacob,10380,+1-969-181-9091x8017,Freight forwarder,12,115.01,0,1,Surburban,1,Phone,Buy One Get One,1.483191665024403
Elizabeth Davidson,345 Miranda Stream,New Gary,92333,001-828-685-9116x95429,Editorial assistant,5,234.72,0,1,Urban,1,Phone,Buy One Get One,1.2824220763071248
Heather Hernandez,883 Love Estates,North Michael,83198,+1-178-913-1272,Estate manager/land agent,7,340.18,0,1,Urban,0,Phone,No Offer,1.143218103302096
Emily Morales,255 Tammy Ferry,Chapmanberg,25182,793.606.5597x67771,Publishing copy,10,33.57,1,0,Urban,0,Phone,Discount,0.9250800157904192
Nicole Orozco,29693 Erica Neck,Lehaven,86195,524.584.5291,"Physicist, medical",1,444.42,1,0,Surburban,0,Phone,Buy One Get One,1.4861159770255885
William Nelson,0107 Reed Curve Apt. 584,Josephfurt,68829,909.524.0923,"Journalist, broadcasting",11,91.01,0,1,Urban,0,Phone,Discount,0.6998059589594949
Maria Pope,09026 Potter Court Apt. 222,Yvonneberg,82856,219.597.5202,Print production planner,7,468.09,0,1,Surburban,0,Web,Discount,2.053258537524952
Sarah Duarte,1804 Vega Mountain Suite 707,South Cynthialand,35079,001-174-665-8788,Psychiatrist,5,563.12,1,0,Urban,1,Multichannel,Buy One Get One,0.5997327327051243
Joshua Moyer,25339 Lindsey Ridge,Longberg,80492,001-293-284-8289x65020,Therapeutic radiographer,8,49.7,0,1,Rural,1,Phone,No Offer,0.8797680259042866
Joshua Romero,370 Nicole Meadows Suite 237,Port Michaelmouth,88374,001-640-281-1059x781,"Radiographer, therapeutic",5,49.36,1,0,Urban,0,Web,Discount,0.6272311499439531
Christine Douglas,265 Crystal Stream Suite 154,East Austinport,45724,7261478072,Aid worker,2,52.97,1,0,Surburban,1,Phone,No Offer,0.3476952487095968
Meghan Allison,673 Christine Crossroad,Aaronberg,69285,(922)716-8146,Photographer,6,95.54,0,1,Rural,0,Web,No Offer,0.9254946636890108
Austin Ward,3400 Grant Roads Apt. 364,Carolland,67035,001-042-387-4596x623,Professor Emeritus,10,29.99,1,0,Urban,0,Web,No Offer,1.832370762630512
Tom Holmes,886 Diana Ports Suite 833,Janetside,19035,7480359500,Artist,1,67.67,0,1,Surburban,1,Phone,No Offer,1.042058034965642
Greg Santos,69369 Gregory Walks,New Austinville,31544,+1-984-901-8881,"Engineer, biomedical",2,29.99,0,1,Surburban,0,Web,Discount,0.6679831668102325
Stephen George,857 Brittany Squares Suite 851,Timothyfurt,65962,001-501-226-2646x9052,Heritage manager,2,29.99,1,0,Surburban,1,Web,Discount,1.2600636889345629
Christine Mason,763 Stephens Garden Apt. 451,New Maria,33624,895.894.0267x44595,Medical laboratory scientific officer,7,971.85,0,1,Urban,1,Web,No Offer,1.8365406604585788
Darlene Dawson,18766 Teresa Mill,Onealville,53508,001-032-294-0826,Food technologist,11,141.71,1,0,Surburban,1,Web,Discount,1.1893137792888864
Katelyn Ellis,81574 Green Green,North Adriana,18373,+1-582-384-0423,"Conservation officer, historic buildings",3,1306.69,1,1,Urban,1,Phone,Discount,1.56003842408297
Jennifer Wilson,568 Perry Valley Apt. 232,South Andrewmouth,23396,(335)348-5390x6280,Charity fundraiser,10,252.57,1,0,Urban,0,Phone,Discount,1.5960661270389878
John Moore,786 Stacy Fords,West Tonistad,56557,001-368-154-7133x497,Immigration officer,1,228.05,0,1,Urban,1,Web,Buy One Get One,0.5410956257947401
Daniel Cooley,405 Martinez Path,Lake Austinside,8717,(499)440-1489x303,Maintenance engineer,6,344.66,0,1,Surburban,1,Web,Buy One Get One,0.8342641605316059
Alan Davis,8454 Tamara Loop Suite 735,Williamsburgh,81467,548.792.4405,"Editor, magazine features",10,150.07,0,1,Rural,0,Phone,Buy One Get One,0.9355373699283732
Richard Valdez,08162 Allison Turnpike Suite 041,East Christopher,47802,607-921-6620,Plant breeder/geneticist,6,58.71,1,0,Surburban,0,Web,Buy One Get One,0.8865475295073181
Eric Stewart,0932 Williamson Orchard,New Patriciashire,67652,(927)434-1212x91548,Geographical information systems officer,1,148.17,0,1,Surburban,0,Phone,Discount,1.2541529268180416
Sylvia Allen,878 Diaz Mountains,Elizabethberg,27115,+1-978-843-4755x7317,"Surveyor, quantity",2,462.53,0,1,Surburban,0,Web,Buy One Get One,0.9091082508767864
Courtney Young,60667 Montoya Courts Apt. 509,Kelleyview,18953,906-210-9525,Medical technical officer,10,375.34,1,0,Rural,0,Web,No Offer,1.3975645344711485
Nicole Arellano,132 Albert Curve Apt. 747,Garciaburgh,78203,(385)067-7409,"Pharmacist, hospital",10,81.01,0,1,Urban,1,Web,No Offer,0.4656467906477221
Vernon Hutchinson,222 Tapia Course Suite 199,Sarahmouth,64031,982.296.3334x6138,Claims inspector/assessor,4,199.88,1,0,Surburban,0,Phone,Buy One Get One,1.3413968128621894
Kevin Campos,93966 Patrick Shoal Suite 088,Abigailport,58472,906-140-6954x36826,Barrister's clerk,6,163.34,0,1,Surburban,1,Web,Buy One Get One,1.1896056704778253
Dawn Lopez,071 Madeline Light Suite 053,Goodwinchester,21921,(383)645-8193x563,Armed forces training and education officer,3,199.78,0,1,Surburban,0,Web,Discount,1.0618169968473583
Taylor Stokes,1647 Kristi Shoal Apt. 446,North Williamville,17938,6329321552,Child psychotherapist,4,245.69,1,0,Surburban,0,Phone,No Offer,0.9893652665921692
Brandy Palmer,2626 Matthew Row,Emilyville,84486,(455)359-5786x4224,IT trainer,10,111.62,1,0,Rural,1,Web,No Offer,1.3921335311753331
Colton Day,7438 Sue Roads Suite 226,New Christopher,55393,(610)874-9741x655,Garment/textile technologist,1,682.1,1,0,Urban,1,Phone,Discount,0.9575893318837992
Debra Fisher,2580 Kristen Locks Suite 909,North Victorview,93645,812.527.4394,"Engineer, chemical",10,123.68,1,0,Surburban,0,Web,No Offer,0.9732024291778464
Joseph Huang,71093 Hampton Manor,Bradleyburgh,83328,055-936-7236,"Programmer, applications",9,207.8,1,0,Urban,1,Multichannel,No Offer,0.3622869062143185
Edgar Schultz,1253 Michelle Street Apt. 756,East Joshuaborough,57760,935.493.8755,"Nurse, children's",10,92.71,0,1,Surburban,0,Web,No Offer,0.7344626000892998
Renee Wells,641 Anthony Landing,North James,50882,001-831-109-3025,Clothing/textile technologist,12,68.25,0,1,Surburban,1,Phone,No Offer,0.9972815166233028
Jasmine Ross,621 Wagner Divide Apt. 537,Oconnorhaven,46037,547.387.1265x12209,"Engineer, petroleum",2,328.57,1,1,Surburban,0,Web,No Offer,0.8990653304016352
Anthony Boyle,89083 Johnson Loop,Palmermouth,20662,001-177-314-7268x8198,Seismic interpreter,1,879.63,0,1,Surburban,1,Phone,No Offer,0.981683305950991
Karen Moore DDS,628 Little Loaf,South Sherryport,58740,(819)395-1975x351,"Librarian, academic",6,29.99,0,1,Urban,1,Phone,No Offer,0.6327843431854099
Virginia Mcdonald,654 Pearson Summit Apt. 084,Kaitlynmouth,37497,260.359.7320x225,"Research officer, government",6,701.82,1,0,Surburban,1,Web,Discount,2.032983157814749
George Beck,262 Heather River Suite 639,Doylemouth,88015,3126279284,Translator,10,192.64,1,0,Rural,1,Web,No Offer,1.1254286683546892
Michael Nelson,217 Charles Cape Apt. 386,Lake Kristine,31130,223-394-6596x863,Futures trader,3,60.86,1,0,Urban,1,Phone,Discount,0.7571666160322246
Kathryn Hunt,484 Ashley Ville Suite 406,South Samuel,3294,547.331.1941,Aid worker,11,65.6,0,1,Rural,1,Phone,Buy One Get One,1.2034638588287567
Jennifer Wright,665 Marsh Islands,West Logan,11470,549-439-0442,Air broker,3,45.67,0,1,Urban,0,Web,Discount,1.921450954676264
Chelsea Gray,07505 Peters Fall,South Annshire,15206,146.006.5779,Clinical biochemist,1,812.72,1,1,Surburban,1,Multichannel,Buy One Get One,2.0886502329487704
Maria Mills,8959 Benjamin Plaza,New Jasminechester,5073,687.422.3632,Phytotherapist,4,182.85,1,0,Surburban,0,Phone,Buy One Get One,1.0166045771060432
Samuel Vasquez,87131 John Expressway Apt. 352,South Luis,13407,001-923-814-1419x48953,"Engineer, manufacturing",3,67.25,1,0,Surburban,1,Phone,Buy One Get One,1.613371041211575
Joyce Benson,58488 Charlotte Springs,Perezville,20201,(541)456-7979x78636,Printmaker,11,90.98,0,1,Urban,0,Web,Buy One Get One,0.7132691941409035
Kevin Roberts,39267 Cooper Springs,Lake Lindamouth,76000,001-824-496-4393,Seismic interpreter,3,29.99,0,1,Urban,0,Phone,Discount,1.3700285700351214
Amber Jenkins,7299 Melissa Meadow,New Laura,21550,044.187.9617x438,"Therapist, nutritional",5,29.99,1,0,Urban,1,Phone,Buy One Get One,1.1352190500660233
Rachel Adams,7668 Jessica Fork Suite 889,Davisport,69300,814.281.4775,Editorial assistant,12,77.96,1,0,Rural,0,Web,Discount,0.9412200393130457
Steven Brewer,385 Brooks Plains,Carpenterfurt,9248,(812)353-3023x52963,"Radiographer, therapeutic",2,623.14,1,1,Surburban,1,Multichannel,Buy One Get One,2.1724956844975885
David Munoz,65166 Anna Trafficway,Johnmouth,5092,2620005032,Historic buildings inspector/conservation officer,5,162.74,1,0,Rural,0,Phone,Buy One Get One,1.187719884451583
Aaron Williams,2202 Hanson Flat,Schultzmouth,45595,+1-110-723-4056x110,IT sales professional,1,240.93,0,1,Surburban,0,Phone,Buy One Get One,1.660856862341061
Amber Christian,5813 Wright Greens,East Gabrielleborough,73832,001-338-232-6493x3696,Television/film/video producer,5,42.75,1,0,Surburban,0,Phone,Discount,0.9305199728368732
Andrea Perez,3310 Megan Knoll Suite 542,Hartmanbury,32580,001-381-678-8474,Chief Strategy Officer,5,367.46,1,0,Urban,0,Web,Buy One Get One,0.771812027272248
Christopher Walter,322 Hayes Lock Apt. 692,Maryshire,39229,191.084.6430x846,"Engineer, petroleum",9,378.19,1,0,Surburban,0,Web,No Offer,1.0886109492175828
Jasmine Bass,770 Paul Manors,Rebeccashire,67291,+1-098-326-4716,Purchasing manager,2,63.96,1,0,Urban,0,Phone,Buy One Get One,2.8042437395756084
John Friedman,38822 Diana Place,New Gregmouth,29127,(452)786-4462,Contractor,7,65.01,0,1,Urban,0,Web,Buy One Get One,1.4958520494600285
Amber Hunter,8792 Smith Mall Suite 635,Patriciastad,97499,345.378.3963x6148,English as a foreign language teacher,6,29.99,1,0,Surburban,1,Web,Buy One Get One,1.5353181282165558
April Swanson,7653 Huerta Square Suite 878,Port Amandashire,60268,1302115548,Industrial buyer,4,122.33,1,0,Urban,1,Phone,Buy One Get One,0.5991983923594968
John Lewis,02868 Joan Union Suite 611,East Susanstad,45139,(878)006-7920x61701,Trading standards officer,7,447.32,1,0,Surburban,0,Phone,No Offer,1.465463573774841
Miss Kimberly Adams,0355 Thomas Cove,New Jesus,89273,379-407-5135x4323,"Psychologist, prison and probation services",10,270.09,0,1,Surburban,1,Phone,Buy One Get One,0.5737542199084323
Tammy Mack,3786 Melissa Ford,Trevinoside,29896,944-151-6974x7424,Advice worker,2,261.23,1,1,Surburban,1,Web,Buy One Get One,1.5614354614750738
Shelby Dominguez,67070 Gomez Passage,New Brandonville,91518,(979)064-3085x3578,Speech and language therapist,1,29.99,0,1,Surburban,1,Web,No Offer,1.3854878686635752
Dawn Rowe,07685 Bowen Mission Apt. 553,Kentland,56074,+1-983-675-0849x30653,Microbiologist,4,32.4,1,0,Urban,0,Phone,Buy One Get One,1.2101222217303484
Daniel Williams,9934 Ferguson Route Suite 610,Port Matthew,81268,081.281.5515x764,Translator,11,383.56,0,1,Surburban,0,Phone,No Offer,1.0186444120739853
Jason Rogers,589 Shaw Brook Apt. 146,Port Kimberlyborough,92899,(696)481-1074,"Psychotherapist, child",3,57.06,1,0,Surburban,0,Web,Discount,2.1048613473160267
Holly Barrera,0356 Megan Ways,New Mauriceberg,56722,+1-542-257-9190,"Accountant, chartered",5,40.07,0,1,Urban,0,Phone,Discount,1.8874006062903748
Alexandra Moreno,0196 Carr Branch,North Randall,96883,(054)650-6311,"Therapist, speech and language",6,322.71,1,0,Surburban,1,Phone,Buy One Get One,0.8127806193755303
Stephanie Kennedy,68542 Kim Circles,Port Michael,8390,(093)815-9463,"Teacher, early years/pre",11,127.95,0,1,Surburban,1,Web,No Offer,0.8032637238688038
Sandra Harris,62800 Clayton Locks,Williamsside,54759,0522942432,"Geologist, engineering",9,29.99,1,0,Urban,0,Phone,Discount,0.5788869995417254
Tammy George,64604 Melissa Branch Apt. 915,Lake Michael,95372,590.333.0223x6394,Financial trader,2,505.73,0,1,Urban,1,Phone,Buy One Get One,0.6173197693396302
Alexis Peterson,660 Stewart Wells Suite 920,Lake James,97748,001-701-500-9029,Diplomatic Services operational officer,1,948.21,0,1,Urban,1,Phone,No Offer,1.7256942847611514
Keith Palmer,06143 Graham Lodge,Wellsfort,77245,862.998.7479x7171,Police officer,10,185.72,0,1,Urban,1,Web,No Offer,0.9125098297169084
Katrina Kim,28157 Odom Islands,West Howardbury,24213,646.948.3494x4582,"Accountant, chartered",6,554.81,1,1,Surburban,1,Multichannel,No Offer,1.4305731244313558
Bryan Johnson,55402 Robert Fields,Mitchellchester,9390,(332)483-8164,Community pharmacist,10,828.84,0,1,Urban,1,Phone,Buy One Get One,0.6377831364164446
Nathan Cooper,61983 West Branch Suite 570,Riveramouth,99916,418.918.6727x0416,"Exhibitions officer, museum/gallery",9,65.54,1,0,Surburban,0,Web,Discount,1.4241413165629104
Kathleen Ramos,09211 Allison Extensions,Port Angela,46088,(319)953-3967x478,Public affairs consultant,9,147.48,1,0,Rural,1,Phone,Buy One Get One,0.31002601853872025
Scott Anderson,6790 Brandon Ranch Suite 441,West Destiny,73529,182.122.1199,"Teacher, secondary school",1,29.99,0,1,Rural,1,Web,No Offer,0.8407826685771423
Austin Kerr,729 Jasmine Land,Lindsayberg,95465,+1-467-196-3745x79220,"Designer, textile",5,191.75,1,0,Urban,0,Phone,No Offer,0.7046470537251974
Rebecca Carson DDS,59757 Margaret Throughway Apt. 202,New Michael,77513,+1-673-729-6058,Fine artist,1,54.25,0,1,Rural,1,Web,Discount,1.0924528021642286
Rachel Clark,292 Wiggins Rest,Garciaview,36037,413-700-9730,Armed forces training and education officer,9,32.69,1,0,Surburban,1,Phone,No Offer,0.9699507557800096
Gary Ramirez,488 Grace Point,Nielsenmouth,62441,1238401764,Biomedical scientist,1,397.96,0,1,Rural,1,Phone,Buy One Get One,2.207134445633298
Jasmine White,014 John Falls,Shanebury,20578,001-914-238-2124x3456,"Teacher, adult education",10,37.25,1,0,Urban,0,Phone,Discount,0.6390470129893628
Austin Rivera,700 Aaron Ways Apt. 221,West Ashleyfort,28160,425-875-1100,Clinical cytogeneticist,9,185.9,1,0,Surburban,0,Web,Discount,2.545416128583972
Megan Green,098 Amanda Flats,Hicksmouth,26319,611-650-2067,Jewellery designer,9,29.99,1,0,Surburban,0,Phone,Buy One Get One,1.0157461807866128
John Evans,2308 Heather Prairie Suite 564,East Richardfort,34021,005-867-7536x056,"Psychologist, clinical",2,269.64,1,0,Rural,0,Phone,No Offer,0.572858731818667
Laurie Sanders,44357 Charles Islands,North Jay,85110,001-496-630-9584x35463,Airline pilot,5,170.33,0,1,Surburban,1,Phone,No Offer,1.1549247333317805
Shelly Phillips,4315 Bennett Light,South Lisa,50517,115.024.7845x552,Dealer,10,44.27,0,1,Urban,0,Phone,Discount,1.3346267990021674
Jeffrey Clark,54643 Charlotte Gardens,New Jaclyn,38426,001-224-088-7950x7820,Horticultural therapist,4,111.95,0,1,Urban,0,Web,Buy One Get One,0.7529562776942934
Lisa Johnson,149 Sanchez Isle,Piercebury,15466,+1-018-559-4732x30666,Gaffer,10,232.12,0,1,Urban,1,Phone,Buy One Get One,0.11587497230491885
James Hill,35290 Krueger Islands,Colemanborough,50542,516.755.6860x6474,"Engineer, manufacturing",1,964.59,1,1,Rural,1,Web,Buy One Get One,1.8748588683646803
Jeremy Greene,483 Brown Rapids Apt. 676,North Melinda,91065,(022)429-1049x98086,"Teacher, primary school",8,85.55,0,1,Urban,0,Phone,Discount,0.9691096739114462
Tammy Ross,897 Williams Station Suite 594,Port Matthewland,75733,3770350345,Multimedia specialist,10,101.72,0,1,Surburban,0,Web,Buy One Get One,0.9705839548031336
Joseph Snyder,487 Robinson Port Apt. 831,North Wandaberg,6758,4307450691,International aid/development worker,3,198.9,0,1,Urban,1,Web,Buy One Get One,0.8225275890120454
Joseph Garcia,8016 Benjamin Forge Suite 526,West Maryberg,75003,(329)430-6030,Housing manager/officer,9,29.99,0,1,Surburban,0,Phone,Buy One Get One,2.3309758987901
Danielle Barr,31785 Amanda Islands,Brianland,51166,001-007-446-5681,Pensions consultant,5,67.05,1,0,Urban,1,Web,Discount,0.7448434178821386
Monica Byrd,583 Wilson Bypass Suite 789,North Calvin,71064,001-122-195-5217x88267,"Biochemist, clinical",2,212.04,1,0,Surburban,0,Phone,Buy One Get One,1.0485297834337788
Jeffrey Jackson,797 Amanda Glen,North Georgechester,74917,+1-318-065-4476,"Scientist, physiological",3,97.18,0,1,Surburban,1,Phone,Buy One Get One,1.7896797776877469
